,sp,chr,loc,scr,ms,mc,ml,orientation
10434,gorilla,X,8000000,1721.9667,human,X,6000000,inversed
10454,gorilla,4,95000000,1523.1553,human,4,82000000,inversed
10456,gorilla,11,49000000,1569.9336,chimp,11,5000000,same
10460,gorilla,3,169000000,1432.8622,chimp,3,168000000,inversed
10461,gorilla,12,108000000,1671.2423,chimp,12,109000000,same
10466,gorilla,20,5000000,1694.8088,human,20,4000000,inversed
10474,gorilla,8,115000000,1632.0344,human,8,111000000,inversed
10486,gorilla,X,96000000,299.2999,human,X,114000000,inversed
10490,gorilla,10,28000000,1027.5482,chimp,10,33000000,same
10500,gorilla,8,88000000,1698.3525,human,8,85000000,inversed
10505,gorilla,8,122000000,1584.2067,human,8,118000000,inversed
10513,gorilla,14,86000000,1066.5447,chimp,14,86000000,inversed
10526,gorilla,5,3000000,1583.6304,human,17,73000000,same
10535,gorilla,6,39000000,1640.5846,human,6,37000000,inversed
10537,gorilla,7,151000000,959.6592400000001,chimp,7,200000000,inversed
10543,gorilla,1,73000000,1682.3645,chimp,1,59000000,same
10545,gorilla,3,26000000,1496.1758,chimp,3,25000000,inversed
10548,gorilla,10,146000000,591.6441,chimp,10,134000000,same
10549,gorilla,9,27000000,1533.5302,chimp,9,5000000,same
10556,gorilla,7,58000000,1170.0471,chimp,7,57000000,inversed
10559,gorilla,12,84000000,1376.1798,human,12,97000000,same
10560,gorilla,2B,13000000,907.2214,human,2,119000000,inversed
10561,gorilla,12,63000000,1538.694,chimp,12,49000000,inversed
10564,gorilla,2B,24000000,1795.3547,chimp,2B,23000000,inversed
10565,gorilla,X,58000000,923.0833,human,X,51000000,same
10566,gorilla,12,54000000,1487.8223,chimp,12,40000000,inversed
10567,gorilla,20,50000000,1167.9171,human,20,47000000,inversed
10575,gorilla,1,44000000,1605.7311,chimp,1,43000000,same
10576,gorilla,21,31000000,1813.67,chimp,21,28000000,inversed
10577,gorilla,6,167000000,1707.0303,human,6,159000000,same
10578,gorilla,3,11000000,1500.4592,chimp,3,10000000,inversed
10581,gorilla,9,10000000,1403.9045,chimp,9,22000000,same
10590,gorilla,5,96000000,1313.7557,chimp,5,109000000,inversed
10601,gorilla,2B,119000000,1439.4307,chimp,2B,117000000,inversed
10607,gorilla,5,1000000,1697.0238,human,17,75000000,inversed
10609,gorilla,14,34000000,271.09753,chimp,X,54000000,same
10629,gorilla,19,48000000,258.75467000000003,chimp,19,49000000,same
10647,gorilla,8,140000000,1745.7083,human,8,136000000,inversed
10649,gorilla,15,62000000,916.8264,chimp,15,57000000,same
10655,gorilla,12,132000000,449.15482000000003,chimp,12,132000000,inversed
10661,gorilla,18,29000000,265.4663,chimp,11,80000000,same
10675,gorilla,2B,71000000,1455.9515,human,2,175000000,inversed
10685,gorilla,1,11000000,317.3385600000001,chimp,1,10000000,same
10686,gorilla,10,124000000,1574.8310000000001,chimp,10,100000000,same
10689,gorilla,3,44000000,1556.4911,chimp,3,43000000,inversed
10694,gorilla,7,133000000,1783.0055,chimp,7,135000000,inversed
10696,gorilla,13,60000000,1616.8535,human,13,58000000,inversed
10701,gorilla,7,104000000,1116.8551,chimp,7,106000000,inversed
10702,gorilla,13,57000000,1640.9395,chimp,13,56000000,inversed
10706,gorilla,16,48000000,1373.6317,chimp,16,45000000,inversed
10711,gorilla,10,113000000,1551.4967,chimp,10,111000000,same
10714,gorilla,3,73000000,1703.3005,human,3,71000000,inversed
10718,gorilla,20,32000000,1541.785,chimp,20,33000000,inversed
10729,gorilla,12,36000000,1119.1976,chimp,12,22000000,inversed
10730,gorilla,2B,46000000,1280.1837,chimp,2B,45000000,inversed
10731,gorilla,5,58000000,662.8811599999998,chimp,7,60000000,same
10736,gorilla,6,93000000,1546.2911,human,6,90000000,inversed
10744,gorilla,16,50000000,695.2028,human,16,45000000,same
10752,gorilla,17,31000000,1632.4474,chimp,5,47000000,same
10777,gorilla,X,111000000,1277.2179,human,X,98000000,same
10793,gorilla,2A,93000000,1434.2349,chimp,2A,90000000,same
10794,gorilla,5,152000000,1671.0979,human,5,158000000,same
10797,gorilla,2A,74000000,1379.856,human,2,72000000,inversed
10801,gorilla,19,50000000,1595.6163,chimp,19,51000000,inversed
10805,gorilla,4,153000000,575.00653,human,4,139000000,inversed
10807,gorilla,1,20000000,1695.1146,chimp,1,18000000,inversed
10809,gorilla,9,74000000,1803.8834,human,9,64000000,inversed
10823,gorilla,8,15000000,1636.2896,chimp,8,14000000,inversed
10825,gorilla,10,65000000,1749.5203,human,10,48000000,inversed
10826,gorilla,10,82000000,339.6208,chimp,6,80000000,same
10830,gorilla,18,31000000,1417.1638,chimp,18,27000000,inversed
10838,gorilla,5,69000000,1476.4209,human,5,80000000,inversed
10843,gorilla,8,22000000,1948.4891,human,8,20000000,inversed
10845,gorilla,4,164000000,1720.3402,human,4,150000000,inversed
10848,gorilla,9,43000000,1534.5537,chimp,9,41000000,inversed
10861,gorilla,2A,43000000,1465.1492,human,2,42000000,inversed
10869,gorilla,7,90000000,1780.2976,chimp,7,92000000,inversed
10873,gorilla,X,144000000,1195.8494,chimp,X,141000000,same
10915,gorilla,8,6000000,1581.1768,chimp,8,6000000,inversed
10920,gorilla,6,148000000,1800.3708,chimp,6,148000000,inversed
10925,gorilla,17,83000000,1617.096,human,5,10000000,inversed
10930,gorilla,11,130000000,1788.514,human,11,127000000,inversed
10931,gorilla,X,90000000,1273.2228,chimp,X,161000000,same
10939,gorilla,7,69000000,1397.6968,chimp,7,211000000,same
10943,gorilla,18,53000000,1427.2543,human,18,49000000,inversed
10951,gorilla,8,77000000,1699.4601,chimp,8,76000000,inversed
10954,gorilla,1,42000000,633.24274,chimp,1,45000000,inversed
10955,gorilla,4,131000000,1751.7996,chimp,4,121000000,inversed
10958,gorilla,3,17000000,395.24695,chimp,Y,3000000,same
10960,gorilla,14,79000000,1616.2964,chimp,14,79000000,inversed
10962,gorilla,2A,16000000,1379.9673,human,2,15000000,inversed
10965,gorilla,5,130000000,1458.3978,chimp,5,168000000,same
10966,gorilla,11,66000000,1789.7826,chimp,11,65000000,inversed
10968,gorilla,19,32000000,1634.14,human,19,31000000,inversed
10974,gorilla,11,51000000,1442.1702,human,7,58000000,inversed
10978,gorilla,4,106000000,1401.0934,human,4,93000000,inversed
10988,gorilla,3,196000000,1401.4016,chimp,3,195000000,inversed
10996,gorilla,8,40000000,324.60162,human,8,49000000,inversed
11001,gorilla,18,64000000,1490.3649,human,18,60000000,inversed
11005,gorilla,X,69000000,1204.1365,human,X,64000000,inversed
11009,gorilla,11,113000000,1983.8167,human,11,91000000,same
11017,gorilla,9,94000000,1461.7047,human,9,74000000,same
11018,gorilla,12,6000000,1682.2499,chimp,12,6000000,inversed
11019,gorilla,1,194000000,1694.1229,chimp,1,189000000,inversed
11030,gorilla,17,28000000,1604.9966,human,5,59000000,same
11031,gorilla,20,33000000,337.12207,chimp,20,64000000,same
11040,gorilla,2B,97000000,1626.0067,human,2,201000000,inversed
11042,gorilla,2B,4000000,1744.3221,chimp,2B,3000000,inversed
11049,gorilla,X,108000000,1390.8097,human,X,101000000,same
11054,gorilla,22,5000000,1237.2,human,2,88000000,same
11055,gorilla,1,144000000,1005.23755,chimp,1,169000000,same
11058,gorilla,6,133000000,1643.2682,chimp,6,133000000,inversed
11063,gorilla,13,86000000,1673.8866,chimp,13,85000000,inversed
11065,gorilla,11,124000000,1248.6136,chimp,11,96000000,same
11076,gorilla,9,9000000,1348.6495,chimp,9,23000000,same
11079,gorilla,19,49000000,1019.0046,chimp,19,50000000,inversed
11080,gorilla,4,26000000,1779.0768,human,4,25000000,inversed
11096,gorilla,15,63000000,1457.9996,human,15,59000000,inversed
11107,gorilla,X,25000000,1285.5612,human,X,22000000,inversed
11109,gorilla,5,47000000,1269.3201,human,17,30000000,inversed
11111,gorilla,18,28000000,1400.1329,chimp,18,24000000,inversed
11119,gorilla,X,12000000,1798.4508,human,X,9000000,inversed
11120,gorilla,5,70000000,1672.3102,chimp,5,33000000,inversed
11127,gorilla,15,54000000,2077.5989,human,15,51000000,inversed
11134,gorilla,14,35000000,1213.4113,chimp,14,35000000,inversed
11151,gorilla,4,11000000,1610.4883,human,4,10000000,inversed
11152,gorilla,2A,102000000,1784.945,chimp,2A,100000000,inversed
11153,gorilla,2B,25000000,487.28702000000004,human,18,14000000,same
11154,gorilla,15,6000000,1436.453,chimp,15,5000000,inversed
11158,gorilla,12,55000000,381.6691,human,12,54000000,same
11159,gorilla,7,89000000,1550.195,chimp,7,169000000,inversed
11166,gorilla,1,111000000,1486.6412,chimp,1,106000000,same
11188,gorilla,6,151000000,366.00347999999997,human,20,43000000,inversed
11191,gorilla,1,95000000,1213.802,human,1,93000000,same
11199,gorilla,11,129000000,1912.5151,human,11,126000000,inversed
11201,gorilla,X,89000000,1480.6709,chimp,X,109000000,same
11208,gorilla,7,70000000,1320.0253,chimp,7,72000000,same
11213,gorilla,5,25000000,1729.6007,human,17,51000000,inversed
11215,gorilla,X,47000000,1659.9309,human,X,43000000,inversed
11226,gorilla,4,128000000,780.31305,human,4,115000000,inversed
11233,gorilla,14,60000000,1749.3687,chimp,14,60000000,inversed
11235,gorilla,11,98000000,1670.7799,human,11,106000000,same
11238,gorilla,5,129000000,1654.4612,chimp,5,169000000,same
11241,gorilla,4,44000000,1340.8802,human,4,42000000,inversed
11247,gorilla,2A,38000000,1062.1818,human,2,37000000,inversed
11255,gorilla,4,73000000,1561.777,human,4,61000000,inversed
11270,gorilla,14,57000000,1877.0802,chimp,14,57000000,inversed
11274,gorilla,15,36000000,1603.6641,chimp,15,34000000,inversed
11277,gorilla,8,59000000,1713.7734,chimp,8,59000000,inversed
11292,gorilla,9,115000000,1795.3044,chimp,9,106000000,inversed
11293,gorilla,X,70000000,1755.4886,human,X,65000000,inversed
11301,gorilla,2A,20000000,1741.026,human,2,17000000,same
11302,gorilla,11,50000000,1224.6202,chimp,11,86000000,same
11303,gorilla,5,106000000,1288.2534,chimp,5,119000000,inversed
11306,gorilla,3,170000000,1841.183,chimp,3,169000000,inversed
11326,gorilla,10,31000000,1634.7131,human,10,8000000,same
11333,gorilla,8,91000000,1658.6735,human,8,88000000,inversed
11336,gorilla,15,19000000,1655.1294,human,15,12000000,same
11341,gorilla,12,126000000,755.4001,chimp,12,91000000,same
11345,gorilla,3,147000000,1485.9872,chimp,3,147000000,inversed
11354,gorilla,19,33000000,265.48666000000003,chimp,20,62000000,same
11359,gorilla,11,80000000,1721.7036,chimp,11,79000000,inversed
11360,gorilla,2A,17000000,508.5969,chimp,2A,57000000,same
11363,gorilla,7,148000000,2130.132,human,7,143000000,inversed
11364,gorilla,6,20000000,1665.4260000000006,human,6,19000000,inversed
11370,gorilla,4,75000000,344.624,human,X,66000000,same
11381,gorilla,21,8000000,1216.8164,chimp,21,6000000,inversed
11383,gorilla,17,65000000,1517.5046,human,5,28000000,inversed
11388,gorilla,7,41000000,1415.7278,human,7,40000000,inversed
11393,gorilla,5,14000000,1495.5156,human,17,66000000,same
11398,gorilla,7,76000000,1486.6979999999999,human,7,73000000,inversed
11403,gorilla,5,23000000,1514.753,human,17,57000000,same
11405,gorilla,X,41000000,1837.024,chimp,X,18000000,same
11410,gorilla,17,52000000,1292.0299,human,5,41000000,inversed
11411,gorilla,20,49000000,1574.7971,chimp,20,49000000,inversed
11421,gorilla,21,28000000,1590.5197,chimp,21,25000000,inversed
11422,gorilla,16,33000000,1099.4741,human,10,39000000,inversed
11429,gorilla,6,17000000,1478.8076,human,6,16000000,inversed
11445,gorilla,2B,100000000,1525.0574,human,2,204000000,inversed
11447,gorilla,22,3000000,1473.8073,chimp,22,3000000,inversed
11453,gorilla,3,112000000,1483.2172,chimp,3,112000000,inversed
11455,gorilla,4,182000000,1418.6155,human,4,168000000,inversed
11464,gorilla,5,164000000,1341.0187,human,5,173000000,inversed
11465,gorilla,11,32000000,1430.8805,chimp,11,21000000,same
11470,gorilla,18,1000000,1432.8159,human,18,0,inversed
11482,gorilla,3,93000000,1365.0756,chimp,3,100000000,same
11484,gorilla,1,202000000,1016.6341,human,1,179000000,inversed
11487,gorilla,3,125000000,1663.2003,chimp,3,125000000,inversed
11489,gorilla,X,0,1173.3496,chimp,X,0,inversed
11508,gorilla,10,83000000,1218.7896,human,10,66000000,inversed
11510,gorilla,7,23000000,1366.6722,human,7,22000000,inversed
11513,gorilla,12,18000000,1353.3612,chimp,12,13000000,inversed
11517,gorilla,2B,68000000,1644.805,chimp,2B,67000000,inversed
11521,gorilla,X,110000000,255.29053,human,X,67000000,inversed
11523,gorilla,16,66000000,1305.3346,chimp,16,63000000,inversed
11533,gorilla,6,42000000,1577.2913,chimp,6,41000000,inversed
11535,gorilla,13,79000000,1646.4777,chimp,13,78000000,inversed
11541,gorilla,6,75000000,1988.6864,human,6,73000000,inversed
11548,gorilla,16,51000000,1459.1757,human,16,46000000,inversed
11556,gorilla,X,127000000,1807.235,human,X,118000000,inversed
11560,gorilla,7,14000000,1246.388,human,7,13000000,inversed
11574,gorilla,15,48000000,1530.4669,chimp,15,46000000,inversed
11575,gorilla,8,27000000,1501.2838,human,8,25000000,inversed
11576,gorilla,10,57000000,1712.0092,human,10,42000000,inversed
11582,gorilla,5,160000000,1565.6456,chimp,5,138000000,same
11585,gorilla,2A,46000000,1955.4076,human,2,45000000,inversed
11591,gorilla,4,161000000,1568.6611,human,4,147000000,inversed
11592,gorilla,1,12000000,1510.5951,human,1,10000000,inversed
11595,gorilla,14,29000000,1477.5488,human,14,28000000,inversed
11601,gorilla,4,156000000,1804.7352,chimp,4,146000000,inversed
11602,gorilla,1,25000000,1459.8773,human,1,22000000,inversed
11604,gorilla,9,71000000,288.72443,chimp,X,54000000,inversed
11612,gorilla,5,157000000,1698.7528,human,5,153000000,same
11614,gorilla,2A,71000000,980.4698,human,2,69000000,inversed
11622,gorilla,10,60000000,1807.9332,human,10,43000000,inversed
11624,gorilla,10,87000000,1631.3734,chimp,10,77000000,same
11626,gorilla,X,39000000,1691.0479999999998,chimp,X,174000000,inversed
11630,gorilla,18,34000000,1773.7622,chimp,18,30000000,inversed
11635,gorilla,8,10000000,1748.9807,chimp,8,9000000,inversed
11662,gorilla,1,158000000,1407.1256,human,1,167000000,same
11670,gorilla,3,89000000,1283.7084,human,3,86000000,inversed
11674,gorilla,1,188000000,1758.6881,chimp,1,183000000,inversed
11677,gorilla,9,88000000,1719.7166,human,9,80000000,same
11678,gorilla,6,118000000,1501.3715,chimp,6,118000000,inversed
11687,gorilla,17,5000000,1479.899,chimp,17,5000000,inversed
11690,gorilla,6,96000000,1669.6982,chimp,6,96000000,inversed
11691,gorilla,7,119000000,1664.5065,chimp,7,175000000,same
11706,gorilla,17,34000000,1716.6729999999998,chimp,5,51000000,same
11712,gorilla,4,103000000,1573.4648,human,4,90000000,inversed
11719,gorilla,3,193000000,1713.4741,chimp,3,192000000,inversed
11723,gorilla,2A,24000000,2011.4617,human,2,23000000,inversed
11726,gorilla,11,54000000,1972.8153,human,11,53000000,inversed
11732,gorilla,18,61000000,1433.1505,human,18,57000000,inversed
11733,gorilla,9,109000000,1721.4221,chimp,9,100000000,inversed
11742,gorilla,8,45000000,1497.4194,human,8,43000000,inversed
11745,gorilla,22,31000000,1459.7913,chimp,22,30000000,inversed
11749,gorilla,8,72000000,1556.2795,human,8,70000000,inversed
11755,gorilla,5,39000000,1650.3014,chimp,17,11000000,inversed
11756,gorilla,18,56000000,1309.7291,human,18,52000000,inversed
11761,gorilla,2A,13000000,1915.219,chimp,2A,12000000,inversed
11765,gorilla,5,135000000,1823.3822,chimp,5,163000000,same
11766,gorilla,11,63000000,1059.948,chimp,11,63000000,inversed
11769,gorilla,19,37000000,1041.5942,human,19,36000000,inversed
11777,gorilla,4,134000000,1459.1984,chimp,4,124000000,inversed
11786,gorilla,8,3000000,1221.9843,chimp,8,3000000,inversed
11790,gorilla,1,89000000,1337.6577,chimp,1,84000000,same
11801,gorilla,X,95000000,1546.4606,human,X,85000000,same
11811,gorilla,17,86000000,1789.1053,human,5,7000000,inversed
11815,gorilla,X,141000000,1645.6827,chimp,X,166000000,same
11816,gorilla,10,5000000,1574.5232,chimp,10,5000000,inversed
11829,gorilla,7,95000000,1228.2129,chimp,7,97000000,inversed
11844,gorilla,16,37000000,1358.8617,human,16,32000000,same
11847,gorilla,20,55000000,1480.0328,human,20,52000000,inversed
11857,gorilla,2B,21000000,1686.8007,chimp,2B,20000000,inversed
11858,gorilla,12,51000000,1134.5763,chimp,12,37000000,inversed
11867,gorilla,13,30000000,1537.776,human,13,29000000,inversed
11869,gorilla,1,41000000,1300.6111,chimp,1,46000000,same
11871,gorilla,21,34000000,1617.2457,chimp,21,31000000,inversed
11872,gorilla,6,162000000,1399.3563,human,6,163000000,same
11874,gorilla,3,14000000,1963.8207,chimp,3,13000000,inversed
11875,gorilla,9,15000000,1575.1361,human,9,21000000,same
11876,gorilla,1,115000000,1804.9768,human,1,110000000,inversed
11877,gorilla,1,76000000,1703.2405,human,1,58000000,same
11880,gorilla,6,155000000,1589.0443,chimp,6,154000000,same
11881,gorilla,16,18000000,1534.4996,chimp,16,17000000,inversed
11883,gorilla,3,23000000,1416.8424,chimp,3,22000000,inversed
11884,gorilla,9,22000000,1229.5505,human,9,14000000,same
11885,gorilla,1,122000000,1862.5748,human,1,117000000,inversed
11887,gorilla,7,154000000,1762.8223,chimp,7,155000000,inversed
11896,gorilla,12,81000000,1511.2129,chimp,12,71000000,same
11898,gorilla,12,66000000,1643.1993,chimp,12,52000000,inversed
11900,gorilla,17,79000000,1718.5885,human,5,13000000,inversed
11901,gorilla,20,62000000,2018.7175,human,20,59000000,inversed
11913,gorilla,8,127000000,1588.299,human,8,123000000,inversed
11925,gorilla,5,6000000,1898.5963,chimp,17,61000000,same
11935,gorilla,14,83000000,2216.0498,chimp,14,83000000,inversed
11963,gorilla,4,90000000,1605.4823,human,4,77000000,inversed
11986,gorilla,8,110000000,1408.0295,human,8,106000000,inversed
11992,gorilla,1,177000000,1585.2671,chimp,1,173000000,inversed
11993,gorilla,9,77000000,1761.8107,human,9,68000000,same
11994,gorilla,10,116000000,1533.7173,human,10,114000000,same
11997,gorilla,3,76000000,1632.0934,chimp,3,75000000,inversed
12000,gorilla,7,101000000,1609.256,chimp,7,104000000,inversed
12001,gorilla,6,69000000,1502.5,chimp,6,68000000,inversed
12002,gorilla,13,52000000,1457.3529999999994,chimp,13,51000000,inversed
12007,gorilla,12,33000000,1712.0156,chimp,12,54000000,inversed
12008,gorilla,19,9000000,309.4815,human,12,73000000,inversed
12009,gorilla,2B,43000000,1485.2803,human,2,148000000,inversed
12011,gorilla,20,37000000,1630.2866,chimp,20,37000000,inversed
12015,gorilla,8,16000000,1489.8792,human,8,16000000,same
12023,gorilla,8,21000000,1711.5234,human,8,11000000,same
12028,gorilla,2B,74000000,1710.4728,human,2,178000000,inversed
12031,gorilla,7,136000000,1207.8269,chimp,7,138000000,inversed
12033,gorilla,13,65000000,1425.8792,human,13,63000000,inversed
12040,gorilla,1,140000000,1539.6881,chimp,1,136000000,inversed
12041,gorilla,9,40000000,1455.1337,chimp,9,116000000,same
12042,gorilla,10,121000000,554.0471,chimp,10,103000000,same
12045,gorilla,3,41000000,1363.1249,chimp,3,40000000,inversed
12050,gorilla,3,139000000,931.423,chimp,3,139000000,inversed
12065,gorilla,11,19000000,1610.4021,chimp,11,34000000,same
12080,gorilla,8,145000000,1678.7263,chimp,8,144000000,inversed
12098,gorilla,5,93000000,1542.3768,chimp,5,106000000,inversed
12116,gorilla,1,229000000,1488.2505,human,1,218000000,inversed
12127,gorilla,5,82000000,873.09515,human,5,127000000,inversed
12140,gorilla,12,111000000,1330.0881,human,12,108000000,inversed
12153,gorilla,4,168000000,661.80945,chimp,4,158000000,same
12172,gorilla,3,128000000,1832.4374,chimp,3,128000000,inversed
12180,gorilla,15,76000000,1518.4819,chimp,15,66000000,same
12185,gorilla,12,126000000,885.9480599999997,chimp,12,91000000,inversed
12203,gorilla,12,15000000,1760.7513,human,12,14000000,inversed
12205,gorilla,2B,65000000,1585.0298,chimp,2B,64000000,inversed
12207,gorilla,20,11000000,1736.3716,human,20,10000000,inversed
12208,gorilla,8,30000000,664.9047,human,8,37000000,same
12212,gorilla,4,1000000,2023.1274,human,4,0,inversed
12215,gorilla,4,201000000,683.701,human,4,186000000,same
12217,gorilla,10,130000000,1928.3004,human,10,101000000,same
12219,gorilla,1,151000000,1163.6246,chimp,1,162000000,inversed
12220,gorilla,3,50000000,926.8836699999999,chimp,3,49000000,inversed
12223,gorilla,7,127000000,1731.2479,chimp,7,129000000,inversed
12224,gorilla,13,74000000,1674.1344,chimp,13,73000000,inversed
12227,gorilla,6,78000000,1603.1848,chimp,6,77000000,inversed
12228,gorilla,7,110000000,1688.1787,chimp,7,112000000,inversed
12231,gorilla,13,43000000,1589.8969,human,13,41000000,inversed
12237,gorilla,1,32000000,1760.9620000000002,chimp,1,33000000,same
12238,gorilla,10,107000000,1641.3324,human,10,87000000,same
12241,gorilla,3,3000000,1611.9438,human,3,7000000,same
12243,gorilla,3,67000000,1699.6547,chimp,3,66000000,inversed
12253,gorilla,7,19000000,1779.7952,human,7,18000000,inversed
12255,gorilla,12,22000000,1401.3925,chimp,12,57000000,inversed
12258,gorilla,2B,52000000,1588.4554,human,2,157000000,inversed
12266,gorilla,4,81000000,1278.087,human,4,69000000,inversed
12281,gorilla,8,101000000,1647.2449,human,8,98000000,inversed
12283,gorilla,15,23000000,1394.7079999999999,human,15,50000000,same
12291,gorilla,X,82000000,1505.4484,human,X,77000000,inversed
12315,gorilla,15,14000000,1779.9089,human,15,17000000,same
12338,gorilla,7,145000000,1276.5333,human,7,140000000,inversed
12343,gorilla,13,16000000,1606.1533,human,13,15000000,inversed
12346,gorilla,1,67000000,1682.1357,chimp,1,65000000,same
12347,gorilla,21,12000000,1235.0831,chimp,21,10000000,inversed
12348,gorilla,6,144000000,1464.2866,human,6,117000000,same
12349,gorilla,3,32000000,1576.5492,chimp,3,31000000,inversed
12352,gorilla,1,133000000,1260.2307,chimp,1,129000000,inversed
12353,gorilla,9,33000000,1807.3646,chimp,9,38000000,same
12355,gorilla,21,5000000,1466.747,chimp,21,3000000,inversed
12356,gorilla,17,68000000,1307.2041,chimp,5,87000000,inversed
12360,gorilla,3,1000000,1044.9343,chimp,3,1000000,inversed
12362,gorilla,5,19000000,1342.3853,chimp,17,74000000,same
12363,gorilla,12,90000000,1519.0087,chimp,12,127000000,same
12371,gorilla,2B,30000000,1527.964,chimp,2B,29000000,inversed
12373,gorilla,4,3000000,1390.5020000000006,human,4,2000000,same
12376,gorilla,12,40000000,1348.2643,chimp,12,26000000,inversed
12378,gorilla,20,44000000,1771.7279,human,20,41000000,inversed
12380,gorilla,X,148000000,2081.4062,human,X,138000000,inversed
12384,gorilla,1,50000000,1707.5366,human,1,43000000,same
12385,gorilla,21,25000000,1714.3064,chimp,21,23000000,inversed
12393,gorilla,13,21000000,1833.1426,chimp,13,20000000,inversed
12400,gorilla,7,84000000,1694.464,chimp,7,86000000,inversed
12403,gorilla,X,150000000,1871.9287,human,X,140000000,same
12417,gorilla,13,39000000,1498.3358,chimp,13,34000000,same
12437,gorilla,1,98000000,1725.4529,chimp,1,97000000,same
12456,gorilla,18,47000000,1668.8135,human,18,43000000,inversed
12458,gorilla,5,28000000,1677.8269,human,17,50000000,inversed
12466,gorilla,22,17000000,1690.368,human,22,16000000,inversed
12468,gorilla,8,63000000,1447.2186,human,8,61000000,inversed
12470,gorilla,4,125000000,1471.2441,human,4,112000000,inversed
12477,gorilla,11,95000000,957.725,chimp,11,125000000,same
12481,gorilla,11,72000000,1135.2296,chimp,11,72000000,inversed
12482,gorilla,4,49000000,1833.6769,human,4,47000000,inversed
12483,gorilla,19,26000000,1806.1329,human,19,25000000,inversed
12490,gorilla,2A,35000000,1494.2684,human,2,34000000,inversed
12498,gorilla,4,112000000,1616.4725,human,4,99000000,inversed
12508,gorilla,3,182000000,1402.2836,chimp,3,181000000,inversed
12520,gorilla,22,20000000,1871.6671,human,22,19000000,inversed
12523,gorilla,8,54000000,1457.5639999999999,chimp,8,54000000,inversed
12528,gorilla,9,118000000,1988.7754,chimp,9,109000000,inversed
12529,gorilla,17,0,1790.395,chimp,17,0,same
12530,gorilla,18,70000000,1432.1139,human,18,66000000,inversed
12531,gorilla,2A,2000000,1783.5491,chimp,2A,1000000,inversed
12536,gorilla,6,87000000,1797.4596,human,6,84000000,inversed
12546,gorilla,1,199000000,1451.5138,chimp,1,194000000,inversed
12552,gorilla,6,109000000,1221.9285,chimp,6,109000000,inversed
12573,gorilla,2B,9000000,1505.9681,human,2,115000000,inversed
12587,gorilla,1,149000000,1578.5609,chimp,1,164000000,same
12592,gorilla,16,73000000,1482.5974,chimp,16,73000000,same
12606,gorilla,5,146000000,1388.4963,human,5,164000000,same
12608,gorilla,2A,60000000,1842.8402,human,2,58000000,inversed
12610,gorilla,9,4000000,1153.3356,chimp,9,28000000,same
12615,gorilla,19,44000000,1362.3121,human,19,43000000,inversed
12618,gorilla,4,147000000,1551.6416,human,4,133000000,inversed
12622,gorilla,9,60000000,1413.807,human,9,50000000,inversed
12624,gorilla,3,130000000,890.5914,chimp,10,12000000,same
12635,gorilla,10,71000000,1711.3386,human,10,54000000,inversed
12638,gorilla,X,28000000,1721.1587,human,X,25000000,inversed
12643,gorilla,18,25000000,1351.3792,chimp,18,21000000,inversed
12648,gorilla,18,12000000,1672.9812,chimp,18,3000000,inversed
12651,gorilla,8,36000000,255.18307000000001,chimp,X,54000000,inversed
12652,gorilla,15,59000000,1163.7069,human,15,56000000,inversed
12655,gorilla,4,170000000,1328.021,chimp,4,160000000,inversed
12657,gorilla,14,38000000,1557.7506,chimp,14,38000000,inversed
12660,gorilla,9,57000000,1618.5623,chimp,9,49000000,inversed
12663,gorilla,3,56000000,271.46365,human,3,21000000,same
12668,gorilla,2A,57000000,1697.7073,human,2,55000000,inversed
12693,gorilla,19,4000000,1259.6738,human,19,3000000,inversed
12700,gorilla,17,21000000,1427.4025,human,5,72000000,inversed
12707,gorilla,X,136000000,1604.2434,human,X,126000000,inversed
12709,gorilla,17,16000000,1447.8328,human,17,15000000,inversed
12711,gorilla,10,143000000,1747.3956,human,10,124000000,inversed
12719,gorilla,7,32000000,1407.8837,human,7,31000000,inversed
12721,gorilla,2B,79000000,1697.2255,chimp,2B,78000000,inversed
12724,gorilla,1,2000000,1824.1753,human,1,1000000,inversed
12726,gorilla,6,53000000,1615.2162,chimp,6,52000000,inversed
12731,gorilla,13,68000000,676.65625,human,13,66000000,inversed
12733,gorilla,16,77000000,1672.6094,human,16,72000000,inversed
12739,gorilla,1,213000000,1493.4847,chimp,1,208000000,inversed
12743,gorilla,3,134000000,2076.6702,chimp,3,134000000,inversed
12757,gorilla,2A,83000000,1312.4331,human,2,81000000,inversed
12758,gorilla,11,14000000,1836.8821,human,11,45000000,same
12763,gorilla,21,0,1187.425,chimp,20,26000000,same
12774,gorilla,2B,126000000,1616.796,chimp,2B,124000000,inversed
12780,gorilla,2B,111000000,1438.4896,chimp,2B,109000000,inversed
12790,gorilla,10,42000000,695.0375,chimp,10,39000000,same
12795,gorilla,11,23000000,1120.4526,chimp,11,30000000,same
12798,gorilla,1,224000000,1688.5037,chimp,1,219000000,inversed
12800,gorilla,3,103000000,1134.5891,chimp,3,103000000,inversed
12804,gorilla,4,193000000,1713.8306,chimp,4,183000000,inversed
12811,gorilla,20,58000000,2072.7405,chimp,20,58000000,inversed
12813,gorilla,17,43000000,1418.3217,human,5,50000000,inversed
12821,gorilla,7,67000000,1661.7120000000002,chimp,7,67000000,inversed
12824,gorilla,5,32000000,267.3313,human,X,46000000,same
