,sp,chr,loc,scr,ms,mc,ml,orientation
5363,human,6,8000000,1647.2002,gorilla,6,8000000,inversed
5365,human,11,52000000,1772.2538,chimp,11,52000000,inversed
5371,human,9,96000000,1813.2776,chimp,9,98000000,inversed
5374,human,4,105000000,1834.2012,gorilla,4,117000000,inversed
5375,human,18,30000000,1569.0736,gorilla,18,29000000,same
5379,human,2,218000000,1752.6483,gorilla,2B,107000000,same
5383,human,12,2000000,1892.1969,gorilla,12,3000000,same
5386,human,7,45000000,2487.9863,chimp,7,44000000,inversed
5393,human,6,149000000,1783.9558,chimp,6,112000000,same
5395,human,6,24000000,1137.8553,gorilla,6,24000000,inversed
5405,human,9,0,1606.5331,chimp,9,41000000,same
5416,human,6,13000000,1611.9370000000001,gorilla,6,13000000,inversed
5418,human,5,3000000,1843.0823,chimp,5,17000000,inversed
5421,human,7,72000000,1464.1554,gorilla,7,74000000,inversed
5450,human,4,107000000,424.72238,gorilla,4,119000000,same
5455,human,10,66000000,1592.3615,gorilla,10,82000000,inversed
5462,human,4,88000000,1395.9011,gorilla,4,100000000,inversed
5465,human,19,53000000,1266.9727,chimp,19,56000000,inversed
5469,human,14,18000000,1681.0062,chimp,14,18000000,inversed
5470,human,10,31000000,619.3725599999998,chimp,10,44000000,same
5478,human,1,97000000,1745.3826,chimp,1,104000000,inversed
5481,human,4,150000000,1537.77,chimp,4,154000000,inversed
5489,human,18,52000000,289.58542,chimp,19,36000000,same
5493,human,4,167000000,1600.62,chimp,4,171000000,inversed
5497,human,X,16000000,1018.5828,gorilla,X,17000000,same
5503,human,11,30000000,1445.1707,chimp,11,24000000,inversed
5504,human,15,19000000,1337.1593,gorilla,15,12000000,same
5511,human,10,51000000,1654.5502,gorilla,10,67000000,inversed
5513,human,14,78000000,1209.0330000000001,gorilla,14,84000000,same
5516,human,8,95000000,1138.4756,gorilla,8,97000000,inversed
5523,human,1,8000000,1307.7545,gorilla,1,8000000,inversed
5532,human,11,21000000,1435.2123,chimp,11,15000000,inversed
5539,human,10,17000000,1458.9857,chimp,10,19000000,same
5544,human,4,176000000,1540.1156,chimp,4,180000000,inversed
5548,human,8,84000000,1302.595,gorilla,8,86000000,inversed
5550,human,11,76000000,1075.9353,gorilla,11,76000000,same
5554,human,19,22000000,901.4172,gorilla,19,23000000,same
5560,human,18,14000000,1787.2698,gorilla,18,14000000,inversed
5562,human,10,40000000,2076.072,gorilla,10,54000000,inversed
5563,human,14,69000000,1796.9082,gorilla,14,57000000,same
5565,human,4,6000000,1714.685,gorilla,4,6000000,inversed
5573,human,10,77000000,259.42126,chimp,3,47000000,inversed
5574,human,3,186000000,2054.4595,gorilla,3,134000000,same
5577,human,15,68000000,1403.3644,gorilla,15,71000000,inversed
5578,human,11,41000000,419.833,chimp,11,34000000,same
5586,human,8,19000000,1493.8353,gorilla,8,13000000,same
5591,human,10,20000000,1541.4036,chimp,10,16000000,same
5593,human,18,74000000,340.5229,chimp,17,59000000,same
5594,human,20,9000000,1717.7767,gorilla,20,9000000,inversed
5596,human,4,141000000,1975.4434,chimp,4,145000000,inversed
5597,human,1,86000000,1983.7942,chimp,1,92000000,inversed
5604,human,19,42000000,1538.3522,gorilla,19,42000000,inversed
5607,human,4,99000000,1713.0059,gorilla,4,111000000,inversed
5608,human,11,16000000,1678.1813,chimp,11,10000000,inversed
5633,human,7,63000000,1540.1289,chimp,7,209000000,inversed
5640,human,7,54000000,1506.0387,chimp,7,53000000,inversed
5658,human,6,35000000,1758.3274,chimp,6,35000000,inversed
5660,human,11,129000000,1833.3043,gorilla,11,131000000,inversed
5666,human,4,66000000,850.3998,chimp,4,61000000,same
5676,human,10,22000000,1665.9039,chimp,10,13000000,inversed
5685,human,2,135000000,1604.8381,gorilla,2B,25000000,same
5688,human,19,40000000,2335.0981,chimp,19,59000000,same
5694,human,10,75000000,337.34644,chimp,20,32000000,same
5696,human,9,87000000,2226.9233,chimp,9,67000000,inversed
5699,human,4,114000000,1463.87,gorilla,4,126000000,inversed
5703,human,18,21000000,1601.6821,gorilla,18,38000000,same
5704,human,19,17000000,2009.8756,chimp,19,18000000,inversed
5706,human,2,162000000,1288.4846,chimp,2B,56000000,inversed
5707,human,X,65000000,871.0209,chimp,X,73000000,same
5712,human,11,43000000,1782.6698,chimp,11,37000000,inversed
5713,human,19,20000000,1092.8604,gorilla,19,20000000,inversed
5716,human,2,155000000,1976.1917,chimp,2B,49000000,inversed
5724,human,4,123000000,1574.1565,gorilla,4,136000000,inversed
5729,human,18,16000000,1865.6437,chimp,18,40000000,same
5733,human,22,11000000,1487.9359,gorilla,22,11000000,inversed
5751,human,10,15000000,1726.7688,chimp,10,37000000,inversed
5773,human,6,60000000,1545.2231,gorilla,6,61000000,inversed
5793,human,2,29000000,1738.2838,gorilla,2A,29000000,inversed
5798,human,7,36000000,1767.4783,chimp,7,35000000,inversed
5806,human,13,27000000,1036.3435,gorilla,13,27000000,inversed
5808,human,7,63000000,1339.0474,gorilla,7,62000000,same
5813,human,1,102000000,1670.8572,chimp,1,87000000,inversed
5818,human,16,38000000,1548.3629999999994,gorilla,16,41000000,inversed
5820,human,21,23000000,1532.277,chimp,21,22000000,inversed
5821,human,7,123000000,1213.1161,chimp,7,189000000,same
5823,human,13,70000000,1453.1171,gorilla,13,92000000,same
5827,human,20,42000000,1958.3175,chimp,20,45000000,inversed
5828,human,17,59000000,1168.3213,chimp,17,62000000,inversed
5831,human,12,46000000,1294.1637,chimp,12,33000000,inversed
5850,human,7,114000000,1591.8364,gorilla,7,112000000,same
5856,human,3,80000000,795.65125,gorilla,3,81000000,inversed
5861,human,1,135000000,1383.2045,chimp,1,167000000,inversed
5864,human,21,14000000,1700.7448,chimp,21,13000000,inversed
5869,human,17,39000000,1384.2816,gorilla,5,39000000,same
5870,human,13,10000000,274.53607,chimp,X,54000000,inversed
5872,human,7,143000000,1207.8802,gorilla,7,147000000,inversed
5875,human,9,1000000,1714.3279,chimp,9,36000000,inversed
5882,human,X,7000000,1935.1285,gorilla,X,8000000,inversed
5892,human,8,130000000,1553.6104,chimp,8,94000000,inversed
5900,human,5,65000000,2056.3499,chimp,5,52000000,inversed
5904,human,X,30000000,1130.2754,gorilla,X,32000000,inversed
5910,human,5,52000000,1410.4337,gorilla,17,42000000,inversed
5924,human,8,107000000,1300.6896,gorilla,8,110000000,inversed
5925,human,13,7000000,1630.0298,gorilla,13,7000000,inversed
5929,human,9,78000000,1690.4585,chimp,9,79000000,inversed
5938,human,4,33000000,1739.2557,chimp,4,34000000,inversed
5940,human,12,24000000,1972.3925,chimp,12,59000000,inversed
5952,human,20,20000000,1640.2483,gorilla,20,20000000,inversed
5954,human,13,12000000,1670.6401,gorilla,13,9000000,same
5959,human,1,160000000,1433.9119,chimp,1,147000000,inversed
5964,human,12,73000000,2001.751,gorilla,12,55000000,same
5965,human,13,45000000,1946.3033,gorilla,13,46000000,inversed
5977,human,3,2000000,1691.2516,gorilla,3,8000000,same
5982,human,1,157000000,1540.6256,chimp,1,144000000,inversed
5989,human,10,107000000,1994.8939,chimp,10,100000000,inversed
5990,human,12,44000000,268.03087999999997,chimp,X,169000000,same
5992,human,2,83000000,1482.1243,gorilla,2A,84000000,inversed
5993,human,3,48000000,1353.5770000000002,gorilla,3,29000000,same
5995,human,20,17000000,1757.5822,gorilla,20,17000000,inversed
5996,human,13,25000000,1341.5355,gorilla,13,19000000,same
5998,human,12,13000000,1722.7643,gorilla,12,13000000,inversed
6002,human,6,57000000,1681.1235,gorilla,6,41000000,same
6004,human,3,179000000,1591.4336,gorilla,3,142000000,same
6007,human,10,88000000,2025.1188,chimp,10,117000000,inversed
6014,human,X,65000000,1932.3473,gorilla,X,69000000,inversed
6024,human,1,79000000,1334.9386,chimp,1,77000000,inversed
6027,human,1,209000000,1474.5872,chimp,1,214000000,inversed
6031,human,5,158000000,2030.1093,chimp,5,146000000,inversed
6042,human,4,51000000,1379.8405,gorilla,4,62000000,inversed
6044,human,14,7000000,1657.396,chimp,14,7000000,inversed
6051,human,3,119000000,1272.8635,gorilla,7,95000000,inversed
6068,human,5,30000000,1383.3912,gorilla,17,64000000,inversed
6071,human,X,52000000,1314.2893,chimp,X,54000000,inversed
6075,human,21,1000000,1731.4460000000001,chimp,21,0,inversed
6077,human,2,215000000,1678.6002,gorilla,2B,110000000,same
6080,human,2,57000000,1635.7079999999999,gorilla,2A,58000000,inversed
6090,human,6,144000000,1419.0638,gorilla,6,117000000,same
6091,human,6,29000000,1767.3524,chimp,6,29000000,inversed
6119,human,11,102000000,1848.7338,chimp,11,117000000,inversed
6136,human,2,222000000,1599.7615,gorilla,2B,116000000,same
6137,human,2,60000000,1067.9935,gorilla,2A,61000000,inversed
6141,human,15,74000000,1858.7073,chimp,15,68000000,inversed
6151,human,X,86000000,1509.1274,chimp,X,104000000,inversed
6166,human,4,85000000,1503.3926,gorilla,4,97000000,inversed
6169,human,15,23000000,1646.0063,gorilla,15,51000000,same
6170,human,14,15000000,1613.8848,chimp,14,15000000,inversed
6177,human,14,22000000,1563.0781,chimp,14,22000000,inversed
6179,human,8,32000000,485.7285,chimp,8,24000000,same
6195,human,14,75000000,2041.7305,gorilla,14,51000000,same
6200,human,8,98000000,1316.7638,gorilla,8,100000000,inversed
6204,human,13,0,1073.9957,gorilla,15,0,same
6208,human,1,5000000,443.91412,chimp,1,5000000,inversed
6217,human,7,80000000,1331.9609,gorilla,7,94000000,same
6227,human,6,126000000,1350.4222,gorilla,6,135000000,same
6235,human,2,35000000,1419.1857,gorilla,2A,35000000,inversed
6248,human,12,92000000,817.5122,chimp,12,127000000,inversed
6269,human,14,77000000,1335.957,gorilla,14,85000000,inversed
6275,human,2,149000000,1772.0244,gorilla,2B,43000000,inversed
6278,human,15,41000000,1582.7194,chimp,15,31000000,same
6280,human,5,86000000,1681.9453,chimp,5,38000000,inversed
6291,human,11,4000000,284.71115,chimp,11,49000000,same
6292,human,15,16000000,1650.3988,chimp,15,19000000,inversed
6300,human,9,31000000,267.66385,chimp,X,54000000,same
6306,human,2,129000000,1814.3448,gorilla,2B,31000000,same
6313,human,9,102000000,1552.1676,gorilla,9,113000000,inversed
6315,human,Y,18000000,889.4246,chimp,Y,3000000,same
6322,human,18,8000000,1662.4551,gorilla,18,8000000,inversed
6328,human,6,5000000,1662.5302,gorilla,6,5000000,inversed
6333,human,14,40000000,1663.1713,chimp,14,40000000,inversed
6336,human,4,108000000,1690.7838,gorilla,4,120000000,inversed
6345,human,1,217000000,1568.0226,gorilla,1,223000000,same
6347,human,3,130000000,1337.4775,gorilla,3,192000000,same
6355,human,16,4000000,1634.9095,chimp,16,4000000,inversed
6362,human,2,181000000,1958.8699,chimp,2B,75000000,inversed
6368,human,1,30000000,2191.0168,chimp,1,45000000,inversed
6370,human,9,64000000,1786.2877,gorilla,9,73000000,inversed
6377,human,12,100000000,1256.2688,chimp,12,71000000,inversed
6381,human,9,53000000,1248.4901,chimp,9,54000000,inversed
6385,human,11,97000000,1979.6462,chimp,11,112000000,inversed
6386,human,5,126000000,562.28973,gorilla,5,82000000,inversed
6392,human,4,18000000,1603.4451,chimp,4,18000000,inversed
6394,human,3,107000000,1308.4113,gorilla,3,108000000,same
6399,human,5,79000000,1683.384,chimp,5,31000000,inversed
6406,human,8,32000000,1457.525,chimp,8,24000000,inversed
6409,human,3,36000000,1434.4717,gorilla,3,41000000,same
6411,human,7,108000000,1444.6129999999994,gorilla,7,118000000,same
6414,human,17,72000000,1302.4271,chimp,17,60000000,inversed
6428,human,7,48000000,1741.1559,gorilla,7,48000000,same
6429,human,6,83000000,1624.6958,chimp,6,85000000,inversed
6431,human,X,132000000,1665.612,chimp,X,165000000,same
6439,human,16,13000000,1820.4015,gorilla,16,13000000,inversed
6440,human,2,60000000,284.0496,chimp,X,69000000,same
6446,human,16,24000000,1684.6068,gorilla,16,26000000,inversed
6450,human,X,105000000,1577.5272,gorilla,X,113000000,same
6458,human,1,149000000,1653.2699,gorilla,1,176000000,same
6467,human,17,45000000,1433.9994,gorilla,5,33000000,inversed
6468,human,1,52000000,1240.3129,chimp,1,49000000,inversed
6472,human,11,4000000,1388.7341,chimp,11,2000000,inversed
6477,human,5,173000000,1421.5209,chimp,5,176000000,inversed
6487,human,3,152000000,1360.1395,gorilla,3,169000000,same
6500,human,5,124000000,1822.5123,gorilla,5,85000000,same
6502,human,8,67000000,1905.0814,chimp,8,68000000,inversed
6508,human,5,113000000,1580.6285,gorilla,5,96000000,same
6511,human,8,50000000,1665.9329,chimp,8,51000000,inversed
6515,human,3,165000000,1046.088,gorilla,3,156000000,same
6516,human,10,94000000,1740.3278,chimp,10,123000000,inversed
6523,human,X,79000000,1714.3827,chimp,X,82000000,inversed
6526,human,5,144000000,1782.8599,chimp,5,169000000,inversed
6533,human,Y,18000000,966.1387300000001,chimp,Y,4000000,inversed
6534,human,1,65000000,1495.1298,chimp,1,62000000,inversed
6535,human,1,215000000,661.01624,chimp,1,221000000,inversed
6539,human,9,31000000,1091.931,chimp,9,27000000,inversed
6550,human,6,1000000,396.58547999999996,chimp,6,24000000,same
6566,human,3,54000000,1640.8202,gorilla,3,23000000,same
6568,human,17,10000000,1493.5868,gorilla,17,10000000,inversed
6572,human,3,63000000,2067.3645,gorilla,3,14000000,same
6573,human,X,130000000,1663.7007,gorilla,X,139000000,inversed
6574,human,17,27000000,1853.9425,gorilla,5,52000000,inversed
6579,human,12,38000000,1528.0557,gorilla,12,38000000,inversed
6588,human,13,59000000,2018.0396,chimp,13,60000000,inversed
6597,human,16,46000000,1596.2872,chimp,16,47000000,inversed
6607,human,13,2000000,1737.8120000000001,chimp,13,2000000,inversed
6609,human,8,102000000,1728.6636,gorilla,8,104000000,inversed
6613,human,3,129000000,1692.7231,gorilla,3,193000000,same
6615,human,X,35000000,1758.8397,chimp,X,13000000,inversed
6619,human,5,57000000,1542.5796,gorilla,17,35000000,inversed
6623,human,2,198000000,1614.9114,chimp,2B,92000000,inversed
6628,human,4,36000000,1625.4419,chimp,4,37000000,inversed
6633,human,1,29000000,1988.1475,chimp,1,44000000,inversed
6638,human,12,119000000,1405.1584,gorilla,12,121000000,inversed
6641,human,X,2000000,1450.1370000000006,chimp,X,4000000,inversed
6644,human,8,81000000,1442.0299,gorilla,8,76000000,same
6657,human,5,60000000,1871.5156,chimp,5,47000000,inversed
6666,human,8,135000000,1791.021,chimp,8,91000000,inversed
6670,human,7,111000000,1617.0486,gorilla,7,115000000,same
6677,human,12,74000000,1902.8813,chimp,12,109000000,inversed
6686,human,20,27000000,1461.4252,chimp,20,34000000,same
6688,human,17,9000000,1818.2383,chimp,17,51000000,inversed
6689,human,13,15000000,1213.6901,chimp,13,15000000,inversed
6692,human,9,4000000,1503.0223,chimp,9,39000000,inversed
6695,human,3,85000000,1632.5018,chimp,3,86000000,inversed
6706,human,21,11000000,1349.886,chimp,21,10000000,inversed
6710,human,1,107000000,1292.9366,gorilla,1,111000000,inversed
6721,human,13,22000000,268.66544,gorilla,13,34000000,inversed
6722,human,7,66000000,1423.7488,chimp,7,68000000,same
6725,human,12,43000000,1790.8145,chimp,12,29000000,inversed
6730,human,3,18000000,1631.4568,gorilla,3,60000000,same
6736,human,13,75000000,1557.861,chimp,13,86000000,same
6738,human,20,47000000,1635.0806,chimp,20,50000000,inversed
6747,human,14,2000000,1541.662,chimp,14,2000000,inversed
6749,human,4,54000000,1833.9573,gorilla,4,65000000,inversed
6759,human,X,57000000,1785.8422,chimp,X,59000000,inversed
6773,human,8,49000000,1885.8551,chimp,8,50000000,inversed
6775,human,9,82000000,327.33615,gorilla,9,121000000,same
6786,human,X,60000000,1182.562,chimp,X,63000000,inversed
6792,human,4,63000000,1362.8418,gorilla,4,74000000,inversed
6800,human,9,28000000,1638.4216,chimp,9,24000000,inversed
6803,human,1,152000000,1137.8816,chimp,1,139000000,inversed
6812,human,10,102000000,1560.8538,chimp,10,95000000,inversed
6818,human,3,7000000,1738.6289,chimp,3,3000000,same
6822,human,12,16000000,1738.6515,gorilla,12,16000000,inversed
6828,human,7,99000000,1683.4945,chimp,7,173000000,inversed
6829,human,6,52000000,1581.1221,gorilla,6,46000000,same
6830,human,10,9000000,1557.4258,chimp,10,31000000,inversed
6833,human,2,86000000,1757.3462,chimp,2A,87000000,inversed
6835,human,20,12000000,1740.9479999999999,gorilla,20,12000000,inversed
6837,human,13,20000000,1776.2921,gorilla,13,24000000,same
6838,human,7,144000000,1107.9663,chimp,7,200000000,same
6839,human,X,129000000,1791.2959,chimp,X,137000000,inversed
6842,human,20,25000000,1620.1713,chimp,20,1000000,inversed
6846,human,12,21000000,1324.5247,chimp,12,56000000,inversed
6849,human,21,13000000,422.77103,chimp,21,3000000,same
6854,human,1,132000000,1563.45,gorilla,1,134000000,same
6859,human,19,5000000,1828.4414,chimp,19,61000000,same
6860,human,13,40000000,1692.1813,chimp,13,37000000,inversed
6866,human,1,165000000,1770.9098,chimp,1,152000000,inversed
6878,human,7,51000000,1857.8162,chimp,7,50000000,inversed
6886,human,6,30000000,1163.0354,chimp,6,30000000,inversed
6899,human,3,18000000,269.50897000000003,gorilla,3,60000000,inversed
6922,human,2,79000000,1681.7291,chimp,2A,80000000,inversed
6944,human,10,72000000,1735.1836,chimp,10,76000000,inversed
6945,human,3,183000000,1940.9015,chimp,3,138000000,same
6953,human,19,47000000,313.19006,gorilla,19,52000000,inversed
6954,human,11,13000000,1501.8983,chimp,11,7000000,inversed
6960,human,10,25000000,1849.146,gorilla,10,11000000,same
6964,human,18,71000000,1381.918,gorilla,18,75000000,same
6966,human,1,83000000,1782.2002,chimp,1,89000000,inversed
6968,human,4,144000000,1653.8424,chimp,4,148000000,inversed
6979,human,4,173000000,1644.5286,chimp,4,177000000,inversed
6984,human,2,105000000,1638.6609,chimp,2A,106000000,inversed
6985,human,5,60000000,444.10278,gorilla,17,29000000,same
6988,human,11,24000000,2110.5789999999997,chimp,11,18000000,inversed
6989,human,22,16000000,2039.7505,chimp,22,18000000,same
6994,human,18,11000000,1576.8298,chimp,18,3000000,inversed
6999,human,4,3000000,1402.139,chimp,4,1000000,inversed
7004,human,11,73000000,1183.6027,gorilla,11,79000000,same
7013,human,6,168000000,2134.374,chimp,6,171000000,inversed
7023,human,7,99000000,1613.8429999999994,gorilla,7,127000000,same
7026,human,7,33000000,1674.9585,chimp,7,32000000,inversed
7044,human,7,8000000,1981.9598,chimp,7,7000000,inversed
7047,human,1,198000000,1987.5569,gorilla,1,204000000,same
7057,human,6,65000000,1754.8894,chimp,6,60000000,inversed
7072,human,4,126000000,1836.9084,gorilla,4,139000000,inversed
7075,human,5,35000000,1498.1082,gorilla,17,58000000,same
7077,human,19,25000000,1365.8635,gorilla,19,25000000,inversed
7078,human,2,150000000,1245.4797,chimp,2B,44000000,inversed
7086,human,18,44000000,1778.5262,gorilla,18,47000000,inversed
7093,human,10,10000000,1912.4388,chimp,10,32000000,inversed
7097,human,22,14000000,1475.0381,gorilla,22,14000000,inversed
7098,human,2,107000000,1206.6874,gorilla,2B,6000000,same
7110,human,22,23000000,2049.7788,gorilla,22,23000000,inversed
7111,human,2,130000000,1609.4504,gorilla,2B,30000000,same
7114,human,19,45000000,1431.2625,gorilla,19,47000000,same
7117,human,18,73000000,1452.1075,gorilla,18,77000000,inversed
7127,human,19,12000000,1204.1266,chimp,19,12000000,inversed
7130,human,2,167000000,1009.9450699999999,chimp,2B,61000000,inversed
7135,human,11,46000000,1850.5079,chimp,11,40000000,inversed
7140,human,9,82000000,1464.8412,chimp,9,83000000,inversed
7145,human,3,3000000,746.6813,chimp,3,7000000,inversed
7146,human,4,111000000,1541.1952,chimp,4,114000000,inversed
7148,human,18,24000000,1795.8975,chimp,18,32000000,same
7149,human,17,17000000,1043.7477,gorilla,5,61000000,same
7160,human,16,21000000,1815.4951,chimp,16,27000000,inversed
7167,human,13,69000000,1716.4467,gorilla,13,93000000,same
7168,human,17,40000000,965.3309,gorilla,5,38000000,inversed
7180,human,12,68000000,542.44037,gorilla,20,2000000,inversed
7188,human,3,33000000,1702.0702,gorilla,3,44000000,same
7191,human,2,52000000,300.4858,chimp,X,69000000,same
7198,human,17,20000000,309.9351,gorilla,22,6000000,same
7200,human,6,86000000,1830.4279,chimp,6,88000000,inversed
7203,human,11,92000000,2038.5231,chimp,11,107000000,inversed
7212,human,12,105000000,1744.799,chimp,12,76000000,inversed
7218,human,9,56000000,1662.348,gorilla,9,65000000,inversed
7226,human,8,37000000,1457.2574,chimp,8,29000000,inversed
7229,human,8,129000000,1709.904,chimp,8,93000000,inversed
7231,human,3,102000000,1706.8392,gorilla,3,113000000,same
7243,human,3,135000000,1452.9071,gorilla,3,187000000,same
7248,human,X,29000000,1520.3519,gorilla,X,31000000,inversed
7253,human,16,1000000,1811.9045,chimp,16,1000000,inversed
7265,human,1,35000000,1446.6683,chimp,1,28000000,inversed
7268,human,9,61000000,1244.04,gorilla,9,70000000,inversed
7277,human,2,184000000,1829.1362,chimp,2B,78000000,inversed
7291,human,X,135000000,1919.7969,chimp,X,142000000,inversed
7292,human,3,66000000,1958.6998,gorilla,3,10000000,same
7294,human,17,22000000,2035.2401,chimp,17,25000000,inversed
7295,human,20,39000000,1145.7311,chimp,20,42000000,inversed
7305,human,16,43000000,1776.9543,chimp,16,44000000,inversed
7315,human,20,59000000,779.3144,chimp,20,65000000,same
7318,human,7,138000000,1509.7441,chimp,7,144000000,inversed
7325,human,16,74000000,1644.0829999999999,chimp,16,76000000,inversed
7328,human,X,102000000,1641.9198,chimp,X,91000000,inversed
7329,human,3,51000000,1475.31,gorilla,3,26000000,same
7331,human,17,15000000,1333.0659,gorilla,17,15000000,inversed
7337,human,1,119000000,769.8521,chimp,1,227000000,same
7342,human,3,160000000,1709.3772,gorilla,3,161000000,same
7344,human,10,91000000,1815.9591,chimp,10,120000000,inversed
7350,human,2,186000000,252.15912000000003,chimp,X,69000000,same
7355,human,8,55000000,1786.469,chimp,8,56000000,inversed
7358,human,5,116000000,1382.0436,gorilla,5,93000000,same
7360,human,1,60000000,1747.2458,chimp,1,57000000,inversed
7364,human,1,210000000,1601.0443,chimp,1,215000000,inversed
7366,human,9,34000000,1631.5938,chimp,9,30000000,inversed
7369,human,3,137000000,763.1322,gorilla,3,185000000,inversed
7370,human,5,141000000,1681.0048,gorilla,5,132000000,inversed
7381,human,4,48000000,1479.2379,chimp,4,112000000,inversed
7386,human,1,57000000,2060.9248,chimp,1,54000000,inversed
7391,human,11,1000000,1707.4786,gorilla,11,1000000,inversed
7400,human,11,90000000,445.23672,chimp,11,133000000,same
7402,human,8,62000000,1472.5638,chimp,8,63000000,inversed
7404,human,5,121000000,1253.1271,gorilla,5,88000000,same
7407,human,3,157000000,1591.2817,chimp,3,164000000,same
7410,human,5,29000000,1485.1217,gorilla,17,64000000,inversed
7419,human,2,119000000,1611.8193,gorilla,2B,12000000,inversed
7424,human,11,38000000,1887.6641,chimp,11,32000000,inversed
7428,human,14,27000000,1517.7012,chimp,14,27000000,inversed
7447,human,10,59000000,1682.5796,chimp,10,61000000,inversed
7450,human,14,70000000,1381.8322,gorilla,14,56000000,same
7452,human,X,83000000,1754.1866,chimp,X,101000000,inversed
7460,human,14,47000000,1731.3707,gorilla,14,49000000,same
7461,human,15,71000000,1707.9524,chimp,15,65000000,inversed
7477,human,14,10000000,1648.0671,chimp,14,10000000,inversed
7484,human,9,105000000,1959.4541,gorilla,9,116000000,same
7485,human,4,158000000,1748.3103,chimp,4,162000000,inversed
7489,human,X,29000000,1607.9823,chimp,X,27000000,same
7492,human,4,80000000,1406.9323,gorilla,4,92000000,inversed
7493,human,15,26000000,1381.1649,gorilla,15,48000000,same
7497,human,11,107000000,1318.8484,chimp,11,122000000,inversed
7500,human,13,94000000,1908.2617,chimp,13,95000000,inversed
7511,human,8,8000000,1595.6688,gorilla,8,10000000,same
7513,human,2,65000000,1782.1763,chimp,2A,66000000,inversed
7529,human,6,141000000,1641.5531,gorilla,6,120000000,same
7530,human,21,4000000,1672.8351,chimp,21,3000000,inversed
7533,human,3,99000000,1721.3969,gorilla,3,116000000,same
7536,human,2,52000000,961.31525,gorilla,2A,52000000,inversed
7539,human,12,95000000,293.9984,chimp,X,69000000,same
7551,human,11,130000000,1569.2028,gorilla,11,132000000,inversed
7557,human,9,107000000,1968.8635,chimp,9,109000000,inversed
7569,human,9,34000000,317.91222999999997,gorilla,9,2000000,same
7581,human,14,45000000,1133.2160000000001,chimp,14,45000000,inversed
7584,human,18,38000000,1170.2631,gorilla,18,21000000,same
7592,human,19,39000000,1769.0844,gorilla,19,39000000,inversed
7597,human,15,44000000,1762.4193,gorilla,15,29000000,same
7605,human,11,1000000,321.31503,chimp,20,62000000,same
7606,human,15,13000000,2023.3191,chimp,15,16000000,inversed
7611,human,18,58000000,1446.8312,gorilla,18,61000000,inversed
7613,human,5,83000000,1904.2604,chimp,5,35000000,inversed
7623,human,7,18000000,1709.9944,gorilla,7,18000000,inversed
7626,human,1,184000000,1268.8533,gorilla,1,197000000,same
7627,human,6,114000000,1567.1270000000006,gorilla,6,148000000,same
7628,human,12,97000000,1793.2566,chimp,12,68000000,inversed
7652,human,6,79000000,1732.2015,chimp,6,81000000,inversed
7653,human,11,0,1103.6144,gorilla,16,80000000,same
7660,human,7,85000000,1624.0309,chimp,7,169000000,same
7667,human,12,103000000,459.97945999999996,chimp,6,132000000,same
7676,human,2,30000000,1521.1959,gorilla,2A,30000000,inversed
7684,human,6,123000000,1458.5945,gorilla,6,138000000,same
7688,human,12,112000000,307.40875,gorilla,12,114000000,same
7689,human,6,165000000,1877.2261,chimp,6,159000000,inversed
7690,human,10,4000000,1485.3116,gorilla,10,1000000,same
7698,human,7,94000000,1689.0056,chimp,7,210000000,same
7703,human,2,234000000,1418.7284,gorilla,2B,130000000,inversed
7709,human,6,132000000,1730.8447,gorilla,6,129000000,same
7715,human,13,87000000,1617.156,gorilla,13,75000000,same
7716,human,2,21000000,1700.1022,gorilla,2A,21000000,inversed
7725,human,2,16000000,1915.5599,gorilla,2A,16000000,inversed
7728,human,7,5000000,1446.2782,chimp,7,194000000,inversed
7729,human,1,195000000,1292.9169,gorilla,1,207000000,same
7732,human,12,86000000,1534.0133,chimp,12,121000000,inversed
7733,human,19,8000000,328.38867,chimp,19,8000000,inversed
7740,human,6,68000000,1470.3141,gorilla,6,69000000,inversed
7747,human,2,203000000,1643.4905,chimp,2B,98000000,inversed
7756,human,3,77000000,1467.6544,gorilla,3,78000000,inversed
7762,human,19,28000000,1510.5724,gorilla,19,28000000,inversed
7773,human,18,49000000,1390.0481,gorilla,18,52000000,inversed
7782,human,22,19000000,1526.8052,gorilla,22,19000000,inversed
7797,human,19,48000000,976.5458,chimp,19,53000000,same
7822,human,18,29000000,1595.2316,gorilla,18,30000000,same
7827,human,2,43000000,1746.7131,gorilla,2A,43000000,inversed
7829,human,3,88000000,366.6703,gorilla,2A,77000000,same
7834,human,6,97000000,1117.3131,gorilla,6,101000000,same
7840,human,6,150000000,1827.1613,chimp,6,111000000,same
7842,human,11,121000000,1650.175,chimp,11,99000000,inversed
7848,human,6,107000000,1762.1555,chimp,6,154000000,inversed
7865,human,11,116000000,1421.2874,chimp,11,132000000,inversed
7881,human,2,74000000,2171.887,chimp,2A,75000000,inversed
7886,human,9,70000000,1910.1775,gorilla,9,98000000,same
7887,human,15,60000000,1317.276,gorilla,15,63000000,inversed
7888,human,11,49000000,356.0956,chimp,X,69000000,same
7900,human,X,92000000,1789.6016,gorilla,X,100000000,inversed
7903,human,14,56000000,1979.7679999999998,chimp,14,70000000,same
7907,human,X,38000000,836.1863,gorilla,X,42000000,same
7910,human,4,91000000,1793.655,gorilla,4,103000000,inversed
7912,human,15,37000000,1731.9323,gorilla,15,36000000,same
