,sp,chr,loc,scr,ms,mc,ml,orientation
6626,chimp,11,79000000,1614.231,gorilla,11,79000000,inversed
6627,chimp,8,1000000,785.3929400000003,human,8,1000000,inversed
6631,chimp,14,66000000,1442.7566,gorilla,14,65000000,inversed
6634,chimp,X,64000000,298.747,gorilla,X,73000000,same
6636,chimp,14,51000000,1730.0043,gorilla,14,50000000,inversed
6637,chimp,3,189000000,1295.2614,gorilla,3,189000000,inversed
6639,chimp,10,78000000,396.29034,gorilla,11,105000000,same
6646,chimp,4,119000000,1722.348,human,4,115000000,inversed
6655,chimp,2A,106000000,1913.371,gorilla,2A,108000000,inversed
6658,chimp,15,30000000,1758.2563,gorilla,15,31000000,inversed
6660,chimp,2A,69000000,259.16152999999997,gorilla,6,85000000,same
6664,chimp,14,6000000,469.83245999999997,human,14,5000000,same
6665,chimp,4,50000000,1622.4514,gorilla,4,89000000,same
6697,chimp,6,160000000,1699.985,human,6,158000000,inversed
6705,chimp,6,61000000,1197.6188,human,6,65000000,inversed
6709,chimp,6,157000000,1572.8466,human,6,109000000,inversed
6713,chimp,6,56000000,858.4700300000003,gorilla,6,56000000,inversed
6717,chimp,3,49000000,1130.4136,gorilla,3,49000000,inversed
6727,chimp,12,83000000,1657.8048,human,12,59000000,inversed
6735,chimp,7,37000000,1312.1447,human,7,37000000,inversed
6741,chimp,5,64000000,1298.6254,gorilla,17,46000000,same
6742,chimp,9,111000000,2057.6294,gorilla,9,120000000,same
6764,chimp,15,65000000,1675.817,human,15,70000000,inversed
6771,chimp,15,52000000,1423.2524,gorilla,15,53000000,inversed
6778,chimp,18,19000000,1802.2301,gorilla,18,21000000,inversed
6787,chimp,1,87000000,1673.3154,human,1,101000000,inversed
6794,chimp,8,18000000,1601.2295,gorilla,8,41000000,same
6796,chimp,14,33000000,1883.9863,human,14,32000000,inversed
6801,chimp,X,31000000,1099.8911,gorilla,X,27000000,same
6807,chimp,6,102000000,1502.2229,gorilla,6,101000000,inversed
6808,chimp,1,192000000,1689.7393,gorilla,1,196000000,inversed
6834,chimp,6,9000000,1537.6976,gorilla,6,18000000,same
6836,chimp,7,62000000,1129.7225,gorilla,7,62000000,inversed
6850,chimp,3,81000000,1347.1592,gorilla,3,82000000,same
6855,chimp,2B,91000000,1473.3512,human,2,196000000,inversed
6863,chimp,13,80000000,1893.8466,gorilla,13,80000000,inversed
6868,chimp,6,135000000,1605.3805,gorilla,6,134000000,inversed
6871,chimp,6,34000000,2087.2063,human,6,33000000,inversed
6872,chimp,X,116000000,1646.4993,gorilla,X,116000000,inversed
6875,chimp,13,28000000,1986.8279,human,13,27000000,same
6895,chimp,19,1000000,1716.9731,gorilla,19,0,same
6896,chimp,2B,39000000,281.9932,human,7,56000000,same
6902,chimp,16,57000000,1451.1631,human,16,54000000,inversed
6907,chimp,13,48000000,1717.9838,human,13,47000000,inversed
6909,chimp,X,176000000,1603.713,gorilla,X,150000000,same
6912,chimp,2B,59000000,1800.2466,human,2,164000000,inversed
6915,chimp,12,29000000,1621.9075,human,12,42000000,inversed
6919,chimp,X,121000000,1554.5547,gorilla,X,121000000,inversed
6920,chimp,6,56000000,280.43927,human,X,66000000,same
6923,chimp,12,118000000,1789.6415,human,12,82000000,inversed
6924,chimp,2B,104000000,1863.8419,human,2,208000000,inversed
6925,chimp,17,36000000,1118.3895,human,17,16000000,inversed
6926,chimp,X,64000000,1105.2313,human,X,60000000,inversed
6938,chimp,9,86000000,278.47485,human,X,67000000,same
6952,chimp,5,162000000,1657.8555,human,5,136000000,inversed
6956,chimp,1,78000000,1277.8578,human,1,79000000,inversed
6962,chimp,4,184000000,1656.5099,gorilla,4,193000000,inversed
6965,chimp,3,114000000,1405.4695,gorilla,3,113000000,inversed
6971,chimp,14,6000000,1202.8761,human,14,5000000,inversed
6975,chimp,3,123000000,1631.8682,gorilla,3,122000000,inversed
6978,chimp,1,204000000,1347.2463,human,1,198000000,inversed
6980,chimp,8,108000000,1393.3287,gorilla,8,118000000,same
6986,chimp,5,155000000,1729.7412,human,5,166000000,inversed
6987,chimp,2A,94000000,1610.5854,gorilla,2A,95000000,inversed
6992,chimp,10,85000000,2028.7656,human,10,82000000,inversed
7001,chimp,X,53000000,2166.5017,human,X,50000000,inversed
7002,chimp,5,31000000,1642.4027,human,5,78000000,inversed
7011,chimp,1,138000000,1296.0139,human,1,150000000,inversed
7012,chimp,7,62000000,864.595,human,7,61000000,same
7016,chimp,21,19000000,1498.8633,human,21,19000000,inversed
7021,chimp,17,34000000,341.88473999999997,human,17,19000000,same
7035,chimp,17,63000000,1780.7098,human,17,59000000,inversed
7040,chimp,X,143000000,1401.0466,human,X,135000000,inversed
7042,chimp,17,54000000,1817.122,human,17,11000000,inversed
7056,chimp,20,18000000,1596.9099,gorilla,20,8000000,same
7073,chimp,3,176000000,1624.5872,gorilla,3,176000000,inversed
7076,chimp,5,100000000,1440.7925,gorilla,5,86000000,inversed
7081,chimp,8,85000000,1539.3497,gorilla,8,141000000,same
7094,chimp,5,64000000,439.21524000000005,gorilla,1,127000000,inversed
7096,chimp,10,103000000,1676.1722,human,10,109000000,inversed
7103,chimp,4,98000000,1631.8784,gorilla,4,104000000,same
7104,chimp,5,53000000,1785.1544,human,5,65000000,inversed
7107,chimp,10,134000000,1432.3318,human,10,21000000,inversed
7116,chimp,13,6000000,1254.8197,human,13,5000000,inversed
7124,chimp,20,8000000,1815.3009,gorilla,20,18000000,same
7126,chimp,5,137000000,2003.8514,gorilla,5,123000000,inversed
7129,chimp,7,210000000,1700.7678,gorilla,7,0,inversed
7133,chimp,9,79000000,1998.9677,human,9,77000000,inversed
7134,chimp,11,86000000,1695.7653,gorilla,11,86000000,inversed
7137,chimp,4,32000000,1584.9655,human,4,30000000,inversed
7147,chimp,3,141000000,1901.3815,gorilla,3,140000000,inversed
7150,chimp,3,55000000,1722.8698,gorilla,3,55000000,inversed
7164,chimp,17,80000000,377.87665,human,17,76000000,inversed
7176,chimp,9,9000000,1560.0127,human,9,12000000,inversed
7199,chimp,3,62000000,1638.6036,gorilla,3,62000000,inversed
7209,chimp,2A,22000000,512.46295,gorilla,2A,52000000,inversed
7211,chimp,3,195000000,777.62103,gorilla,3,195000000,inversed
7216,chimp,18,30000000,298.99097,gorilla,3,144000000,same
7228,chimp,5,87000000,1492.7443,human,5,25000000,inversed
7236,chimp,11,106000000,1924.5431,human,11,90000000,inversed
7237,chimp,10,33000000,1600.2794,human,10,10000000,inversed
7247,chimp,11,131000000,1720.8187,human,11,115000000,inversed
7256,chimp,2A,42000000,1242.6342,gorilla,2A,32000000,same
7257,chimp,11,32000000,372.08948,gorilla,11,22000000,same
7261,chimp,Y,19000000,438.5211,human,X,0,same
7270,chimp,4,132000000,1539.4178,gorilla,9,41000000,inversed
7276,chimp,11,65000000,2099.24,gorilla,11,65000000,inversed
7297,chimp,7,49000000,1763.2157,gorilla,7,50000000,inversed
7303,chimp,6,129000000,1404.2064,gorilla,6,128000000,inversed
7306,chimp,6,28000000,1756.1989,human,6,27000000,inversed
7309,chimp,3,37000000,1562.0996,gorilla,3,37000000,inversed
7319,chimp,17,82000000,626.061,human,17,18000000,same
7348,chimp,10,51000000,1394.9353,gorilla,10,65000000,inversed
7349,chimp,9,65000000,1627.0273,human,9,60000000,same
7352,chimp,2A,17000000,1249.7974,gorilla,2A,57000000,same
7354,chimp,X,87000000,1749.4703,human,X,97000000,inversed
7356,chimp,19,33000000,1884.9341,gorilla,19,39000000,same
7357,chimp,2B,129000000,1392.8839,gorilla,2B,130000000,same
7361,chimp,4,167000000,1673.8701,human,4,162000000,inversed
7363,chimp,4,84000000,490.43854000000016,human,6,129000000,inversed
7368,chimp,18,52000000,824.0523,gorilla,18,67000000,same
7374,chimp,5,181000000,1109.0892,gorilla,17,77000000,inversed
7376,chimp,11,30000000,1379.8120000000001,human,11,35000000,inversed
7377,chimp,19,53000000,987.1511,gorilla,19,51000000,inversed
7380,chimp,22,35000000,1476.5151,gorilla,22,17000000,same
7384,chimp,2A,77000000,1809.1902,human,2,75000000,inversed
7385,chimp,8,33000000,1389.3784,gorilla,8,26000000,same
7388,chimp,10,31000000,298.0298,gorilla,10,32000000,same
7389,chimp,14,18000000,1568.7703,gorilla,14,18000000,inversed
7390,chimp,4,150000000,1063.6792,human,4,145000000,inversed
7392,chimp,5,78000000,1704.7534,human,5,33000000,same
7395,chimp,18,65000000,1729.3981,gorilla,18,54000000,same
7398,chimp,15,79000000,1593.8135,human,15,75000000,inversed
7399,chimp,2A,20000000,1209.2346,gorilla,2A,54000000,same
7405,chimp,12,102000000,1807.881,gorilla,12,115000000,same
7406,chimp,18,32000000,1670.7888,gorilla,18,35000000,inversed
7408,chimp,4,107000000,1529.8125,gorilla,4,95000000,same
7411,chimp,3,197000000,1650.1339,gorilla,3,197000000,same
7413,chimp,10,66000000,1843.5757,human,10,73000000,inversed
7415,chimp,8,99000000,279.63599999999997,gorilla,12,8000000,inversed
7416,chimp,8,114000000,1648.237,gorilla,8,112000000,same
7421,chimp,11,5000000,1753.433,human,11,10000000,inversed
7422,chimp,5,149000000,1782.5219,human,5,160000000,inversed
7423,chimp,2A,88000000,1789.0847,human,2,86000000,inversed
7426,chimp,1,53000000,1663.6365,human,1,55000000,inversed
7433,chimp,1,218000000,1560.9095,human,1,212000000,inversed
7439,chimp,8,143000000,1912.3553,gorilla,8,143000000,inversed
7441,chimp,10,99000000,1950.9435,human,10,105000000,inversed
7442,chimp,8,66000000,1409.3691,gorilla,8,66000000,inversed
7453,chimp,8,51000000,1408.5289,human,8,49000000,inversed
7457,chimp,14,87000000,260.01505,human,10,128000000,same
7463,chimp,X,78000000,1491.455,gorilla,X,78000000,inversed
7465,chimp,2A,7000000,1649.3109,human,2,6000000,inversed
7468,chimp,18,9000000,1564.6188,human,18,5000000,same
7482,chimp,3,108000000,1814.4738,gorilla,3,107000000,inversed
7486,chimp,8,123000000,1082.47,gorilla,8,103000000,same
7488,chimp,9,30000000,1520.8856,human,9,33000000,inversed
7494,chimp,1,64000000,1421.5487,human,1,66000000,inversed
7498,chimp,13,54000000,1640.1377,human,13,53000000,inversed
7499,chimp,7,107000000,1179.4064,gorilla,7,104000000,inversed
7503,chimp,1,171000000,1868.671,human,1,138000000,inversed
7506,chimp,2B,12000000,1775.9667,gorilla,2B,11000000,same
7509,chimp,7,81000000,1574.6370000000006,gorilla,7,78000000,inversed
7515,chimp,20,31000000,1685.043,gorilla,20,29000000,inversed
7516,chimp,2B,118000000,1262.5155,gorilla,2B,119000000,inversed
7517,chimp,2B,45000000,1775.4175,human,2,150000000,inversed
7519,chimp,12,35000000,1218.6107,human,12,47000000,inversed
7523,chimp,2B,72000000,1364.2089999999996,human,2,177000000,inversed
7537,chimp,12,133000000,1093.131,gorilla,12,132000000,inversed
7540,chimp,1,146000000,1643.1584,human,1,158000000,inversed
7553,chimp,13,63000000,1705.4426,gorilla,13,63000000,inversed
7554,chimp,7,130000000,1065.6765,gorilla,7,127000000,inversed
7564,chimp,16,5000000,920.9617,human,16,4000000,inversed
7565,chimp,4,84000000,1429.8632,gorilla,4,118000000,same
7590,chimp,1,31000000,1560.6191,human,1,37000000,inversed
7593,chimp,8,141000000,1701.5128,human,8,82000000,same
7594,chimp,8,99000000,1543.4225,gorilla,8,127000000,same
7596,chimp,9,52000000,1677.7062,human,9,50000000,inversed
7599,chimp,4,19000000,1815.6670000000001,human,4,18000000,inversed
7622,chimp,12,57000000,1512.7711,human,12,21000000,inversed
7625,chimp,2B,27000000,1375.6946,gorilla,2B,27000000,inversed
7635,chimp,20,53000000,1789.5665,human,20,49000000,inversed
7640,chimp,1,113000000,1408.8220000000001,human,1,112000000,inversed
7643,chimp,6,82000000,1795.8503,human,6,79000000,inversed
7646,chimp,21,32000000,343.10065,gorilla,11,1000000,inversed
7647,chimp,19,0,759.8432,gorilla,10,19000000,same
7649,chimp,13,36000000,1783.795,human,13,38000000,inversed
7679,chimp,12,60000000,1934.2465,human,12,24000000,inversed
7682,chimp,2B,10000000,1966.6063,human,2,122000000,inversed
7691,chimp,21,14000000,1556.9932,human,21,14000000,inversed
7696,chimp,13,10000000,1508.3499,gorilla,13,10000000,inversed
7697,chimp,17,39000000,1430.3181,gorilla,17,15000000,same
7700,chimp,20,22000000,1200.8085,gorilla,20,4000000,same
7702,chimp,7,143000000,1459.3588,gorilla,7,140000000,inversed
7704,chimp,12,71000000,1651.3118,human,12,99000000,inversed
7714,chimp,X,179000000,428.1226,gorilla,X,56000000,inversed
7718,chimp,7,123000000,674.37897,gorilla,7,120000000,same
7721,chimp,17,59000000,1752.8431,human,17,73000000,inversed
7724,chimp,20,42000000,1240.8685,human,20,38000000,inversed
7727,chimp,12,46000000,1640.453,gorilla,12,59000000,inversed
7730,chimp,2B,36000000,1936.7798,human,2,141000000,inversed
7739,chimp,13,27000000,1001.8578,gorilla,13,27000000,inversed
7743,chimp,20,15000000,1778.2086,gorilla,20,11000000,same
7746,chimp,7,174000000,1516.9817,gorilla,1,202000000,inversed
7748,chimp,1,102000000,1822.0116,human,1,94000000,inversed
7750,chimp,6,93000000,1699.5131,human,6,90000000,inversed
7753,chimp,21,23000000,1472.059,human,21,23000000,inversed
7755,chimp,16,38000000,1952.6038,human,16,35000000,inversed
7757,chimp,12,11000000,1885.6573,gorilla,12,20000000,same
7764,chimp,9,43000000,2063.976,human,9,41000000,inversed
7767,chimp,1,17000000,1461.3538,human,1,16000000,inversed
7775,chimp,8,22000000,2091.241,human,8,29000000,inversed
7777,chimp,3,0,404.92215,gorilla,5,0,same
7789,chimp,4,95000000,689.5177,gorilla,4,107000000,same
7805,chimp,8,15000000,718.7892,gorilla,8,15000000,inversed
7808,chimp,20,5000000,1199.2771,gorilla,20,21000000,same
7813,chimp,1,20000000,1397.6067,human,1,19000000,inversed
7823,chimp,7,176000000,1356.4921,gorilla,7,147000000,same
7830,chimp,20,17000000,433.83328,gorilla,2A,102000000,inversed
7831,chimp,12,122000000,1533.1382,human,12,86000000,inversed
7833,chimp,2B,63000000,1320.1006,human,2,168000000,inversed
7836,chimp,12,13000000,263.83652,gorilla,X,73000000,inversed
7838,chimp,1,100000000,286.32122999999996,human,6,74000000,same
7844,chimp,13,72000000,1326.3271,gorilla,13,72000000,inversed
7846,chimp,7,121000000,1078.586,gorilla,7,118000000,inversed
7849,chimp,1,157000000,1956.5186,human,1,169000000,inversed
7859,chimp,1,160000000,1541.0476,human,1,171000000,inversed
7866,chimp,13,45000000,1511.2559,human,13,35000000,inversed
7873,chimp,2B,54000000,1782.6929,human,2,159000000,inversed
7874,chimp,12,24000000,1458.0312,human,12,37000000,inversed
7882,chimp,2B,109000000,1440.1631,gorilla,2B,110000000,inversed
7884,chimp,12,115000000,1973.118,human,12,79000000,inversed
7885,chimp,X,69000000,1142.4539,human,X,66000000,inversed
7894,chimp,11,89000000,1647.8408,human,11,129000000,same
7898,chimp,8,40000000,1843.4192,human,8,12000000,inversed
7908,chimp,9,21000000,1470.1627,human,9,24000000,inversed
7909,chimp,8,132000000,1644.7538,gorilla,8,94000000,same
7911,chimp,1,75000000,1459.7704,human,1,76000000,inversed
7914,chimp,4,189000000,1461.8549,human,4,184000000,inversed
7919,chimp,3,119000000,1584.4314,gorilla,3,118000000,inversed
7926,chimp,1,209000000,1585.5691,human,1,203000000,inversed
7928,chimp,9,16000000,1781.0868,human,9,19000000,inversed
7930,chimp,8,105000000,1554.5118,human,8,117000000,same
7932,chimp,5,158000000,1643.9089999999999,human,5,169000000,inversed
7933,chimp,2A,99000000,1677.9187,gorilla,2A,100000000,inversed
7935,chimp,1,42000000,1557.7739,human,1,47000000,inversed
7937,chimp,8,77000000,1350.91,gorilla,8,77000000,inversed
7939,chimp,10,88000000,1926.6312,human,10,95000000,inversed
7958,chimp,10,20000000,730.4322,gorilla,10,41000000,same
7960,chimp,5,69000000,1434.7218,gorilla,17,52000000,same
7961,chimp,4,141000000,1715.4376,human,4,137000000,inversed
7965,chimp,18,74000000,1716.818,gorilla,18,44000000,same
7969,chimp,19,42000000,1143.0421,human,19,30000000,inversed
7971,chimp,2A,66000000,2080.7195,human,2,64000000,inversed
7974,chimp,22,24000000,1888.619,gorilla,22,11000000,same
7977,chimp,11,16000000,1428.1129999999994,human,11,21000000,inversed
7980,chimp,18,23000000,1502.7017,gorilla,18,26000000,inversed
7988,chimp,8,88000000,1667.9623,human,8,131000000,inversed
7990,chimp,10,77000000,1620.5511,human,10,72000000,inversed
7995,chimp,2A,31000000,1919.645,gorilla,2A,43000000,same
7996,chimp,15,68000000,1764.6177,human,15,73000000,inversed
8010,chimp,X,96000000,1725.602,human,X,93000000,inversed
8020,chimp,10,40000000,1488.5120000000006,human,8,42000000,inversed
8021,chimp,9,74000000,1813.7653,gorilla,9,75000000,same
8028,chimp,22,13000000,1283.2706,human,22,21000000,same
8030,chimp,11,21000000,1584.5729999999999,human,11,26000000,inversed
8035,chimp,4,176000000,1637.9579999999999,human,4,171000000,inversed
8039,chimp,18,43000000,1405.941,gorilla,18,76000000,same
8048,chimp,3,11000000,1428.9137,gorilla,3,11000000,inversed
8071,chimp,6,4000000,1628.8307,gorilla,6,23000000,same
8091,chimp,3,26000000,1671.7211,gorilla,3,26000000,inversed
8096,chimp,6,138000000,1573.9998,gorilla,6,137000000,inversed
8101,chimp,6,39000000,1800.7023,human,6,38000000,inversed
8102,chimp,2A,53000000,1714.4357,gorilla,2A,21000000,same
8116,chimp,18,41000000,1252.6066,gorilla,18,44000000,inversed
8120,chimp,10,15000000,1404.9833,human,10,23000000,inversed
8122,chimp,11,120000000,1896.3225,human,11,104000000,inversed
8132,chimp,11,74000000,354.94277999999997,gorilla,11,73000000,inversed
8136,chimp,10,42000000,1485.6985,gorilla,10,56000000,same
8145,chimp,3,184000000,1233.855,gorilla,3,184000000,inversed
8153,chimp,4,114000000,1828.818,human,4,110000000,inversed
8158,chimp,19,17000000,1809.5042,human,19,15000000,inversed
8161,chimp,11,43000000,1953.5408,human,11,48000000,inversed
8170,chimp,10,22000000,1560.8317,human,10,32000000,inversed
8171,chimp,11,117000000,1523.8308,human,11,101000000,inversed
8182,chimp,19,40000000,1853.9585,gorilla,19,32000000,same
8184,chimp,5,96000000,1546.5127,human,5,126000000,inversed
8200,chimp,3,73000000,1787.6670000000001,human,3,71000000,inversed
8221,chimp,3,44000000,1621.5156,gorilla,3,44000000,inversed
8248,chimp,5,42000000,1737.8735,gorilla,5,78000000,inversed
8249,chimp,16,8000000,1693.3466,human,16,7000000,inversed
8251,chimp,4,89000000,1174.0853,gorilla,4,113000000,same
8254,chimp,X,20000000,2019.384,human,X,41000000,inversed
8256,chimp,3,3000000,1539.5266,gorilla,3,3000000,inversed
8263,chimp,4,23000000,1648.0936,human,4,21000000,inversed
8272,chimp,14,88000000,2248.9978,gorilla,14,87000000,inversed
8274,chimp,3,150000000,1601.6875,gorilla,3,149000000,inversed
8275,chimp,5,126000000,1625.3618,gorilla,5,112000000,inversed
8278,chimp,11,97000000,2077.3481,human,11,118000000,inversed
8280,chimp,9,68000000,1773.5867,human,9,87000000,inversed
8286,chimp,5,111000000,1602.2261,gorilla,5,97000000,inversed
8296,chimp,4,14000000,1557.0143,human,4,13000000,inversed
8302,chimp,3,167000000,1356.3708,gorilla,3,167000000,inversed
8304,chimp,5,75000000,1614.751,gorilla,17,58000000,inversed
8306,chimp,X,17000000,1420.5220000000006,human,X,38000000,inversed
8307,chimp,10,112000000,1180.6381,human,10,82000000,inversed
8344,chimp,17,12000000,1602.9315,gorilla,5,39000000,same
8348,chimp,12,3000000,1218.4385,gorilla,12,2000000,inversed
8351,chimp,7,8000000,1532.8732,human,7,8000000,inversed
8352,chimp,3,90000000,1779.8168,human,3,88000000,inversed
8355,chimp,17,25000000,1477.9241,gorilla,5,51000000,same
8358,chimp,X,132000000,1381.4951,human,X,123000000,same
8361,chimp,1,129000000,2152.6533,human,1,125000000,inversed
8370,chimp,6,12000000,1466.0056,gorilla,6,15000000,same
8372,chimp,2B,1000000,1512.8835,gorilla,2B,1000000,inversed
8374,chimp,17,72000000,1885.3344,human,17,68000000,inversed
8386,chimp,8,119000000,1679.9984,gorilla,8,107000000,same
8389,chimp,11,8000000,2000.8181,human,11,13000000,inversed
8390,chimp,5,144000000,1942.6569,human,5,155000000,inversed
8392,chimp,2A,85000000,1441.0631,gorilla,2A,84000000,inversed
8396,chimp,Y,23000000,1415.6237,human,Y,13000000,inversed
8397,chimp,4,41000000,957.8548,human,4,39000000,inversed
8400,chimp,3,132000000,1623.6945,gorilla,3,131000000,inversed
8404,chimp,1,215000000,1410.2677,human,1,209000000,inversed
8410,chimp,5,20000000,1708.9801,human,5,68000000,inversed
8417,chimp,10,94000000,1662.3770000000006,human,10,101000000,inversed
8435,chimp,X,75000000,557.3541,human,X,71000000,inversed
8439,chimp,5,17000000,1791.4752,human,5,2000000,inversed
8445,chimp,11,95000000,1965.9397,gorilla,11,125000000,same
8446,chimp,7,203000000,266.24518,gorilla,22,7000000,same
8455,chimp,3,105000000,1523.8938,gorilla,3,104000000,inversed
8460,chimp,1,222000000,1293.0024,gorilla,1,226000000,inversed
8466,chimp,5,173000000,1658.1958,human,5,147000000,inversed
8468,chimp,1,69000000,1859.3889,human,1,71000000,inversed
8475,chimp,13,59000000,1738.2793,human,13,57000000,inversed
8477,chimp,X,167000000,1467.9736,gorilla,X,129000000,same
8483,chimp,16,46000000,1413.2115,human,16,44000000,inversed
8484,chimp,X,130000000,2111.3467,human,X,121000000,inversed
8489,chimp,2B,115000000,1943.0331,gorilla,2B,116000000,inversed
8490,chimp,17,27000000,1692.6786,human,17,23000000,inversed
8491,chimp,15,3000000,1468.7603,human,15,3000000,inversed
8494,chimp,2B,48000000,2035.4373,human,2,153000000,inversed
8497,chimp,12,38000000,1460.9739,human,12,50000000,inversed
8502,chimp,16,26000000,1348.5511,gorilla,16,25000000,same
8506,chimp,X,107000000,1717.9447,human,X,88000000,inversed
8522,chimp,16,71000000,1417.2411,human,16,62000000,inversed
8524,chimp,17,47000000,1625.7404,gorilla,5,30000000,same
8528,chimp,12,3000000,290.79565,gorilla,12,2000000,same
8536,chimp,2B,80000000,1698.0375,human,2,185000000,inversed
8547,chimp,6,124000000,1252.8436,gorilla,6,123000000,inversed
8549,chimp,6,25000000,1627.239,human,6,1000000,inversed
8557,chimp,13,91000000,1695.7616,gorilla,13,91000000,inversed
8571,chimp,6,113000000,1425.6104,gorilla,6,112000000,inversed
8576,chimp,1,183000000,1710.2109,gorilla,1,187000000,inversed
8586,chimp,7,73000000,1297.0729,human,7,65000000,inversed
8607,chimp,15,43000000,1278.4645,gorilla,15,44000000,inversed
8614,chimp,14,22000000,1572.0891,human,14,21000000,inversed
8617,chimp,5,42000000,789.8571,gorilla,5,78000000,same
8622,chimp,1,96000000,1835.8927,human,1,89000000,inversed
8632,chimp,22,38000000,907.0011599999999,human,22,7000000,same
8635,chimp,14,15000000,1292.3855,gorilla,14,15000000,inversed
8640,chimp,18,68000000,1521.9983,gorilla,18,51000000,same
8658,chimp,8,94000000,1822.6733,human,8,129000000,inversed
8661,chimp,3,58000000,1599.5398,gorilla,3,58000000,inversed
8664,chimp,10,0,369.19012000000004,gorilla,7,0,inversed
8665,chimp,6,146000000,1165.4987,gorilla,6,145000000,inversed
8675,chimp,6,47000000,1712.3301,gorilla,6,47000000,inversed
8678,chimp,10,114000000,432.53143,human,3,100000000,same
8681,chimp,7,26000000,1766.3229,human,7,26000000,inversed
8690,chimp,12,92000000,2012.1659,human,12,122000000,inversed
8692,chimp,9,4000000,1519.0115,human,9,7000000,inversed
8706,chimp,7,11000000,1771.582,gorilla,7,12000000,inversed
8708,chimp,6,171000000,830.3829,human,6,166000000,inversed
8709,chimp,4,7000000,1800.25,gorilla,4,6000000,same
8720,chimp,6,70000000,1266.2164,human,6,68000000,inversed
8731,chimp,15,76000000,1426.3479,gorilla,15,66000000,same
8732,chimp,3,198000000,1588.9135,human,3,193000000,inversed
8733,chimp,14,40000000,1857.5061,human,14,39000000,inversed
8734,chimp,10,69000000,1863.0022,gorilla,10,83000000,same
8740,chimp,X,42000000,816.3879400000003,gorilla,X,16000000,same
8747,chimp,15,21000000,1896.1436,human,15,17000000,inversed
8754,chimp,22,6000000,1874.5,human,22,6000000,inversed
8757,chimp,9,102000000,1375.461,human,9,99000000,inversed
8777,chimp,15,16000000,1730.3473,human,15,12000000,inversed
8783,chimp,4,76000000,1605.8287,gorilla,4,62000000,same
8785,chimp,14,77000000,1572.1912,gorilla,14,76000000,inversed
8793,chimp,18,4000000,1548.719,gorilla,18,12000000,inversed
8799,chimp,9,97000000,1864.0607,human,9,94000000,inversed
8815,chimp,8,52000000,1477.2688,human,8,50000000,inversed
8820,chimp,2A,4000000,1211.094,gorilla,2A,4000000,inversed
8821,chimp,5,19000000,2021.3467,human,5,67000000,inversed
8833,chimp,1,67000000,1854.6879,human,1,69000000,inversed
8840,chimp,9,33000000,2078.7007,human,9,36000000,inversed
8842,chimp,8,120000000,1632.0283,gorilla,8,106000000,same
8844,chimp,1,50000000,1512.9159,human,1,52000000,inversed
8847,chimp,11,6000000,1489.5907,human,11,11000000,inversed
8849,chimp,8,117000000,1550.3524,human,8,106000000,same
8874,chimp,8,65000000,1350.9749,human,8,63000000,inversed
8876,chimp,3,61000000,1730.203,gorilla,3,61000000,same
8878,chimp,X,8000000,1655.1915,gorilla,X,8000000,same
8881,chimp,2B,71000000,1045.6646,human,2,176000000,inversed
8886,chimp,12,130000000,1862.5374,human,12,94000000,inversed
8899,chimp,12,56000000,694.9437,human,12,35000000,same
8901,chimp,1,145000000,1660.3048,human,1,157000000,inversed
8904,chimp,7,133000000,2106.467,human,7,126000000,inversed
8906,chimp,13,60000000,1839.5895,human,13,58000000,inversed
8908,chimp,17,49000000,1438.7344,gorilla,5,32000000,same
8911,chimp,7,104000000,1335.8003,gorilla,7,100000000,inversed
8913,chimp,13,57000000,1551.1412,human,13,55000000,inversed
8917,chimp,20,65000000,1121.8407,gorilla,20,61000000,same
8919,chimp,2B,11000000,992.5505,human,2,118000000,same
8920,chimp,16,48000000,1399.6896,gorilla,16,50000000,inversed
8924,chimp,1,172000000,1988.2759,human,1,139000000,inversed
8928,chimp,17,29000000,1972.852,human,17,25000000,inversed
8934,chimp,6,49000000,316.04056,gorilla,6,49000000,same
8935,chimp,7,82000000,1587.6705,human,7,77000000,inversed
8939,chimp,12,36000000,1702.2244,human,12,48000000,inversed
8940,chimp,2B,46000000,1634.8766,human,2,151000000,inversed
8947,chimp,9,51000000,1791.2329,human,9,49000000,inversed
8948,chimp,8,142000000,1632.9883,gorilla,8,142000000,same
8950,chimp,3,169000000,1436.3683,gorilla,3,169000000,inversed
8960,chimp,2A,89000000,1169.2764,gorilla,2A,90000000,same
8965,chimp,X,19000000,1320.418,human,X,40000000,inversed
8973,chimp,8,30000000,1779.3103,human,8,37000000,inversed
9002,chimp,16,6000000,1697.9543,gorilla,16,5000000,inversed
9003,chimp,4,87000000,1364.5139,gorilla,4,115000000,same
9004,chimp,14,86000000,1718.4129999999998,gorilla,14,85000000,inversed
9013,chimp,1,32000000,1461.2656,human,1,38000000,inversed
9016,chimp,11,99000000,1656.9675,human,11,120000000,inversed
9019,chimp,5,128000000,1573.8501,gorilla,5,114000000,inversed
9035,chimp,1,127000000,1964.6829,human,1,123000000,inversed
9048,chimp,12,63000000,1951.4523,human,12,27000000,inversed
9053,chimp,11,134000000,740.7997,human,11,40000000,same
9056,chimp,2B,24000000,1587.9152,gorilla,2B,24000000,inversed
9057,chimp,12,54000000,1137.7588,gorilla,12,32000000,inversed
9060,chimp,20,50000000,1835.6385,human,20,46000000,inversed
9065,chimp,21,31000000,1962.0935,human,21,31000000,inversed
