sp,chr,loc,score,msp,mchr,mloc,color
gorilla,16,78700000,987,chimp,16,76300000,same orientation
gorilla,16,26400000,2283,human,16,23750000,same orientation
human,16,49200000,3017,gorilla,16,53300000,same orientation
human,16,49200000,2170,chimp,16,51050000,same orientation
human,16,49200000,876,chimp,16,51000000,same orientation
human,16,17100000,436,chimp,16,31800000,same orientation
human,16,17100000,411,gorilla,16,43150000,same orientation
chimp,16,40450000,2359,gorilla,16,37000000,inversed
chimp,16,58900000,1954,human,16,59850000,same orientation
chimp,16,58900000,1041,human,16,59900000,same orientation
chimp,16,69900000,2359,gorilla,16,76100000,inversed
chimp,16,69900000,1789,human,16,71350000,inversed
chimp,16,69900000,1105,human,16,71300000,inversed
gorilla,16,73500000,2044,chimp,16,72500000,inversed
gorilla,16,73500000,1675,human,16,63750000,inversed
gorilla,16,73500000,323,human,16,63700000,inversed
chimp,16,54000000,1946,gorilla,16,56250000,same orientation
chimp,16,54000000,1602,human,16,52100000,same orientation
chimp,16,54000000,1191,human,16,52050000,same orientation
chimp,16,54000000,675,gorilla,16,56200000,same orientation
gorilla,16,23250000,2575,chimp,16,27800000,inversed
gorilla,16,23250000,1847,human,16,21500000,inversed
gorilla,16,23250000,1508,chimp,16,81000000,inversed
gorilla,16,23250000,695,human,16,20750000,inversed
gorilla,16,23250000,420,human,16,21550000,inversed
chimp,16,3250000,2697,human,16,3000000,same orientation
chimp,16,3250000,2426,gorilla,16,3150000,same orientation
gorilla,16,25200000,1629,chimp,16,25900000,inversed
gorilla,16,25200000,998,human,16,22600000,inversed
human,16,34700000,2744,chimp,16,37450000,same orientation
gorilla,16,57800000,2105,chimp,16,55450000,same orientation
gorilla,16,57800000,1736,human,16,53500000,same orientation
gorilla,16,57800000,430,human,16,53450000,same orientation
gorilla,16,75550000,1935,chimp,16,70450000,inversed
gorilla,16,75550000,1092,human,16,61700000,inversed
gorilla,16,75550000,842,human,16,61750000,inversed
human,16,6650000,2075,gorilla,16,6950000,same orientation
human,16,6650000,1798,chimp,16,7000000,same orientation
human,16,6650000,684,chimp,16,6950000,same orientation
chimp,16,77600000,1220,human,16,75600000,same orientation
chimp,16,29500000,2347,gorilla,16,31350000,same orientation
chimp,16,29500000,2195,human,16,28150000,same orientation
chimp,16,29500000,498,human,16,28200000,same orientation
chimp,16,16350000,1713,gorilla,16,16800000,inversed
chimp,16,16350000,1301,human,16,15550000,inversed
chimp,16,16350000,1235,human,16,15600000,inversed
gorilla,16,40250000,2598,human,16,34400000,inversed
gorilla,16,40250000,2116,chimp,16,37200000,inversed
gorilla,16,40250000,926,chimp,16,37150000,inversed
gorilla,16,40250000,268,human,16,34450000,inversed
human,16,63850000,2794,chimp,16,72600000,same orientation
gorilla,16,5700000,2289,human,16,5400000,same orientation
gorilla,16,5700000,1554,chimp,16,5700000,same orientation
gorilla,16,5700000,593,chimp,16,5750000,same orientation
human,16,2600000,1461,gorilla,16,0,inversed
human,16,2600000,522,gorilla,16,50000,inversed
human,16,2600000,386,gorilla,16,2800000,inversed
human,16,2600000,368,chimp,16,2850000,inversed
gorilla,16,39850000,2451,human,16,34800000,inversed
gorilla,16,39850000,2303,chimp,16,37600000,inversed
chimp,16,23450000,2533,human,16,25000000,inversed
chimp,16,23450000,2407,gorilla,16,27700000,inversed
human,16,3300000,2858,gorilla,16,3450000,same orientation
human,16,3300000,1748,chimp,16,3550000,same orientation
human,16,3300000,741,chimp,16,3500000,same orientation
chimp,16,72350000,1776,human,16,63600000,same orientation
chimp,16,72350000,659,human,16,63550000,same orientation
chimp,16,73300000,2019,gorilla,16,72700000,inversed
gorilla,16,23150000,480,human,16,20700000,same orientation
gorilla,16,23150000,360,chimp,16,21350000,same orientation
gorilla,16,23150000,286,human,16,20650000,same orientation
human,16,12450000,1539,chimp,16,12850000,same orientation
human,16,12450000,1167,gorilla,16,12950000,same orientation
human,16,12450000,1126,gorilla,16,12900000,same orientation
human,16,12450000,1034,chimp,16,12800000,same orientation
chimp,16,25400000,2813,human,16,23100000,inversed
chimp,16,25400000,2429,gorilla,16,25700000,inversed
gorilla,16,16550000,658,chimp,16,16500000,inversed
chimp,16,51550000,3115,human,16,49700000,same orientation
chimp,16,51550000,2675,gorilla,16,53800000,same orientation
chimp,16,6700000,2685,human,16,6350000,same orientation
chimp,16,6700000,2372,gorilla,16,6650000,same orientation
chimp,16,6700000,266,gorilla,16,6700000,same orientation
chimp,16,38650000,2375,human,16,35850000,same orientation
chimp,16,66550000,2190,gorilla,16,68900000,same orientation
chimp,16,66550000,268,gorilla,16,68850000,same orientation
human,16,34200000,1719,gorilla,16,40450000,inversed
human,16,34200000,1650,gorilla,16,40500000,inversed
gorilla,16,14150000,2553,chimp,16,14000000,same orientation
gorilla,16,14150000,2470,human,16,13550000,same orientation
human,16,25450000,2507,gorilla,16,28150000,same orientation
human,16,64550000,1208,gorilla,16,72700000,inversed
human,16,64550000,1095,gorilla,16,72650000,inversed
human,16,64550000,261,gorilla,16,19350000,inversed
human,16,62500000,2437,gorilla,16,74750000,inversed
chimp,16,45350000,2584,gorilla,16,47550000,same orientation
chimp,16,45350000,2516,human,16,43550000,same orientation
chimp,16,17950000,1891,gorilla,16,18600000,same orientation
chimp,16,17950000,630,gorilla,16,18550000,same orientation
chimp,16,17950000,265,human,16,49000000,same orientation
chimp,16,17950000,258,human,16,47650000,same orientation
human,16,54850000,2716,chimp,16,56850000,same orientation
human,16,54850000,2144,gorilla,16,59100000,same orientation
human,16,58150000,2947,gorilla,16,62650000,same orientation
human,16,58150000,475,gorilla,16,62600000,same orientation
chimp,16,58000000,578,gorilla,16,60200000,inversed
chimp,16,58000000,458,human,16,55900000,inversed
chimp,16,58000000,384,gorilla,16,15550000,inversed
gorilla,16,69450000,1944,chimp,16,67050000,same orientation
human,16,350000,356,gorilla,16,2350000,same orientation
gorilla,16,80200000,1901,human,16,75350000,inversed
gorilla,16,80200000,1338,chimp,16,77750000,inversed
gorilla,16,80200000,658,chimp,16,77700000,inversed
human,16,42100000,3151,chimp,16,43850000,same orientation
human,16,42100000,1996,gorilla,16,46050000,same orientation
human,16,42100000,853,gorilla,16,46000000,same orientation
chimp,16,64900000,2742,human,16,69850000,inversed
chimp,16,8150000,1776,gorilla,16,8100000,same orientation
chimp,16,8150000,1712,human,16,7800000,same orientation
chimp,16,8150000,792,human,16,7750000,same orientation
chimp,16,8150000,428,gorilla,16,8150000,same orientation
chimp,16,4850000,2011,gorilla,16,4800000,same orientation
chimp,16,4850000,1557,human,16,4600000,same orientation
chimp,16,4850000,844,human,16,4550000,same orientation
human,16,27600000,2462,gorilla,16,30550000,inversed
human,16,61700000,1469,chimp,16,70400000,same orientation
human,16,61700000,796,chimp,16,70450000,same orientation
human,16,21650000,3457,chimp,16,26900000,inversed
gorilla,16,28200000,2696,chimp,16,22950000,inversed
chimp,16,62950000,467,gorilla,16,65300000,inversed
gorilla,16,78550000,690,chimp,16,29100000,inversed
gorilla,16,78550000,685,chimp,16,29200000,inversed
gorilla,16,78550000,667,chimp,16,79150000,inversed
gorilla,16,78550000,608,human,16,27900000,inversed
gorilla,16,78550000,446,human,16,20150000,inversed
human,16,71100000,2546,gorilla,16,66000000,inversed
human,16,71100000,2343,chimp,16,63600000,inversed
human,16,71100000,569,chimp,16,63650000,inversed
gorilla,16,50200000,2652,chimp,16,47950000,same orientation
gorilla,16,50200000,2122,human,16,46100000,same orientation
gorilla,16,50200000,451,human,16,46150000,same orientation
gorilla,16,7850000,2023,human,16,7500000,same orientation
gorilla,16,7850000,1588,chimp,16,7850000,same orientation
gorilla,16,7850000,632,chimp,16,7900000,same orientation
human,16,56700000,1687,chimp,16,61600000,same orientation
human,16,56700000,1037,gorilla,16,61050000,same orientation
human,16,56700000,349,gorilla,16,61000000,same orientation
chimp,16,60700000,2138,human,16,57500000,inversed
chimp,16,60700000,1359,gorilla,16,61950000,inversed
chimp,16,60700000,1203,gorilla,16,62000000,inversed
chimp,16,60700000,634,human,16,57550000,inversed
gorilla,16,35800000,1627,chimp,16,42550000,same orientation
gorilla,16,35800000,1596,chimp,16,42600000,same orientation
gorilla,16,35800000,521,chimp,16,42450000,same orientation
gorilla,16,35800000,405,human,16,31150000,same orientation
gorilla,16,35800000,403,human,16,29800000,same orientation
gorilla,16,35800000,368,human,16,29850000,same orientation
gorilla,16,35800000,336,human,16,31200000,same orientation
human,16,23800000,1961,chimp,16,24650000,inversed
human,16,23800000,922,chimp,16,24700000,inversed
gorilla,16,67200000,2720,chimp,16,64800000,same orientation
chimp,16,36000000,3249,gorilla,16,41450000,inversed
chimp,16,36000000,2994,human,16,37650000,inversed
chimp,16,36000000,397,human,16,37600000,inversed
chimp,16,68300000,1974,gorilla,16,70650000,same orientation
chimp,16,68300000,864,gorilla,16,70700000,same orientation
human,16,25850000,2416,chimp,16,22550000,inversed
human,16,25850000,957,chimp,16,22600000,inversed
chimp,16,66750000,2172,human,16,68050000,inversed
chimp,16,66750000,571,human,16,68000000,inversed
gorilla,16,44400000,1375,human,16,40500000,same orientation
gorilla,16,44400000,1344,human,16,40450000,same orientation
human,16,75100000,2138,chimp,16,78200000,same orientation
chimp,16,53050000,252,human,16,56250000,inversed
human,16,40800000,3328,chimp,16,32800000,inversed
gorilla,16,41150000,1547,human,16,37300000,same orientation
gorilla,16,41150000,1165,human,16,37350000,same orientation
gorilla,16,30650000,2854,human,16,27500000,inversed
gorilla,16,30650000,2826,chimp,16,28800000,inversed
human,16,39200000,3664,chimp,16,34400000,inversed
human,16,69550000,3315,chimp,16,65200000,inversed
human,16,69550000,2576,gorilla,16,67600000,inversed
gorilla,16,66150000,2735,human,16,70950000,inversed
chimp,16,10350000,2056,human,16,9950000,same orientation
chimp,16,10350000,2002,gorilla,16,10350000,same orientation
chimp,16,10350000,538,human,16,10000000,same orientation
chimp,16,10350000,527,gorilla,16,10300000,same orientation
gorilla,16,36600000,2738,chimp,16,40900000,inversed
gorilla,16,36600000,2349,human,16,33100000,inversed
gorilla,16,36600000,311,human,16,33150000,inversed
human,16,53250000,2768,chimp,16,55200000,same orientation
human,16,53250000,2264,gorilla,16,57550000,same orientation
human,16,53250000,357,gorilla,16,57600000,same orientation
chimp,16,1900000,2663,gorilla,16,1700000,inversed
gorilla,16,62750000,2974,human,16,58250000,same orientation
human,16,64250000,2791,chimp,16,73000000,same orientation
human,16,36850000,1776,chimp,16,39650000,same orientation
human,16,36850000,1178,chimp,16,39700000,same orientation
gorilla,16,55750000,2883,human,16,51600000,same orientation
gorilla,16,55750000,2727,chimp,16,53500000,same orientation
human,16,14150000,671,gorilla,16,14750000,inversed
human,16,8000000,2922,chimp,16,8350000,same orientation
human,16,8000000,1746,gorilla,16,8300000,same orientation
human,16,8000000,667,gorilla,16,8350000,same orientation
human,16,4900000,2124,chimp,16,5200000,same orientation
human,16,4900000,1345,gorilla,16,5100000,same orientation
human,16,4900000,864,gorilla,16,5150000,same orientation
human,16,4900000,367,chimp,16,5150000,same orientation
gorilla,16,34850000,2524,human,16,31800000,inversed
chimp,16,75950000,1432,human,16,73400000,same orientation
chimp,16,75950000,914,gorilla,16,78250000,same orientation
chimp,16,75950000,669,gorilla,16,78300000,same orientation
chimp,16,79050000,1442,human,16,27650000,same orientation
chimp,16,79050000,946,human,16,27700000,same orientation
chimp,16,27350000,1532,human,16,21050000,same orientation
chimp,16,27350000,1472,human,16,21100000,same orientation
gorilla,16,76150000,2661,human,16,71350000,same orientation
gorilla,16,76150000,1563,chimp,16,69850000,same orientation
gorilla,16,28250000,2236,human,16,25550000,same orientation
gorilla,16,28250000,486,human,16,25500000,same orientation
chimp,16,78350000,2152,gorilla,16,80350000,inversed
gorilla,16,32800000,1433,chimp,16,42050000,inversed
gorilla,16,32800000,346,chimp,16,42100000,inversed
gorilla,16,32800000,256,chimp,16,42000000,inversed
chimp,16,28400000,1110,gorilla,16,29750000,inversed
chimp,16,28400000,575,gorilla,16,29700000,inversed
human,16,47450000,2569,chimp,16,49300000,same orientation
human,16,47450000,2501,gorilla,16,51500000,same orientation
human,16,47450000,474,chimp,16,49250000,same orientation
human,16,19750000,2254,gorilla,16,21800000,same orientation
human,16,19750000,1439,chimp,16,20800000,same orientation
human,16,19750000,1295,chimp,16,20750000,same orientation
human,16,19750000,272,gorilla,16,21850000,same orientation
chimp,16,5700000,292,gorilla,16,5600000,inversed
chimp,16,65500000,3035,human,16,69250000,inversed
human,16,22000000,2754,gorilla,16,24550000,same orientation
gorilla,16,13500000,2601,human,16,13000000,same orientation
gorilla,16,13500000,1858,chimp,16,13400000,same orientation
gorilla,16,13500000,719,chimp,16,13450000,same orientation
chimp,16,35250000,2815,human,16,38350000,inversed
chimp,16,35250000,2791,gorilla,16,42200000,inversed
chimp,16,35250000,349,human,16,38400000,inversed
gorilla,16,62900000,2148,human,16,58400000,same orientation
gorilla,16,62900000,737,human,16,58350000,same orientation
human,16,59050000,928,gorilla,16,64650000,inversed
human,16,59050000,331,chimp,16,58000000,inversed
chimp,16,33200000,3069,human,16,40400000,inversed
chimp,16,33200000,1562,gorilla,16,44300000,inversed
chimp,16,33200000,1286,gorilla,16,44350000,inversed
chimp,16,42700000,1967,gorilla,16,35900000,same orientation
chimp,16,42700000,1926,gorilla,16,35950000,same orientation
chimp,16,42700000,1191,gorilla,16,35850000,same orientation
chimp,16,42700000,1017,human,16,30300000,same orientation
chimp,16,42700000,869,human,16,30350000,same orientation
chimp,16,63550000,2481,human,16,71150000,inversed
chimp,16,63550000,724,human,16,71200000,inversed
gorilla,16,79950000,2801,human,16,75600000,inversed
gorilla,16,79950000,2207,chimp,16,77550000,inversed
chimp,16,75700000,2355,human,16,73150000,same orientation
chimp,16,75700000,2338,gorilla,16,78000000,same orientation
chimp,16,75700000,362,human,16,73200000,same orientation
human,16,4750000,1738,chimp,16,5000000,same orientation
human,16,4750000,1438,gorilla,16,4950000,same orientation
human,16,4750000,937,chimp,16,5050000,same orientation
human,16,4750000,495,gorilla,16,5000000,same orientation
human,16,22400000,1900,chimp,16,26150000,inversed
human,16,22400000,922,chimp,16,26100000,inversed
gorilla,16,55900000,2723,human,16,51750000,same orientation
gorilla,16,55900000,2615,chimp,16,53650000,same orientation
gorilla,16,2350000,2423,chimp,16,2400000,same orientation
gorilla,16,59000000,1888,chimp,16,56750000,same orientation
gorilla,16,59000000,1861,human,16,54750000,same orientation
gorilla,16,59000000,618,chimp,16,56700000,same orientation
gorilla,16,59000000,506,human,16,54700000,same orientation
chimp,16,18100000,2616,gorilla,16,18750000,inversed
chimp,16,18100000,459,gorilla,16,15700000,inversed
human,16,36600000,1519,chimp,16,39450000,same orientation
human,16,36600000,1362,chimp,16,39400000,same orientation
chimp,16,1350000,2243,human,16,1400000,same orientation
chimp,16,1350000,1108,gorilla,16,1300000,same orientation
chimp,16,1350000,475,human,16,1350000,same orientation
chimp,16,56100000,2814,human,16,54100000,same orientation
chimp,16,56100000,2078,gorilla,16,58450000,same orientation
chimp,16,56100000,398,gorilla,16,58400000,same orientation
human,16,24450000,2263,chimp,16,24000000,inversed
human,16,24450000,641,chimp,16,24050000,inversed
human,16,19900000,908,chimp,16,80000000,same orientation
human,16,19900000,837,chimp,16,12400000,same orientation
human,16,19900000,675,chimp,16,80050000,same orientation
human,16,19900000,632,gorilla,16,12500000,same orientation
human,16,19900000,336,gorilla,16,30100000,same orientation
human,16,19900000,282,chimp,16,21100000,same orientation
human,16,19900000,281,chimp,16,21000000,same orientation
human,16,15000000,1399,gorilla,16,16050000,same orientation
human,16,15000000,882,gorilla,16,16100000,same orientation
gorilla,16,24500000,2077,human,16,21950000,same orientation
gorilla,16,24500000,761,human,16,21900000,same orientation
human,16,74300000,2383,chimp,16,76900000,inversed
chimp,16,4600000,2458,human,16,4350000,same orientation
chimp,16,4600000,2205,gorilla,16,4550000,same orientation
chimp,16,53450000,2838,gorilla,16,55650000,same orientation
chimp,16,53450000,1999,human,16,51500000,same orientation
chimp,16,53450000,823,human,16,51550000,same orientation
human,16,68950000,2484,gorilla,16,68200000,inversed
human,16,68950000,1599,chimp,16,65850000,inversed
human,16,68950000,1173,chimp,16,65800000,inversed
human,16,41400000,3146,chimp,16,32200000,inversed
human,16,10550000,2381,gorilla,16,10900000,same orientation
human,16,10550000,1528,chimp,16,10900000,same orientation
human,16,10550000,1050,chimp,16,10950000,same orientation
gorilla,16,21050000,2330,human,16,19000000,same orientation
gorilla,16,21050000,1299,chimp,16,20050000,same orientation
gorilla,16,21050000,429,chimp,16,81400000,same orientation
gorilla,16,18700000,2362,human,16,15900000,inversed
gorilla,16,18700000,1108,chimp,16,18150000,inversed
gorilla,16,18700000,619,chimp,16,18050000,inversed
human,16,17300000,669,chimp,16,16550000,inversed
human,16,17300000,653,gorilla,16,17200000,inversed
human,16,17300000,351,chimp,16,18300000,inversed
human,16,17300000,257,gorilla,16,19200000,inversed
chimp,16,70250000,2587,human,16,61500000,same orientation
human,16,1200000,2216,chimp,16,2100000,same orientation
human,16,1200000,297,chimp,16,2050000,same orientation
gorilla,16,7600000,2122,chimp,16,7600000,same orientation
gorilla,16,7600000,1933,human,16,7250000,same orientation
human,16,33350000,2211,chimp,16,41100000,same orientation
human,16,33350000,551,chimp,16,41150000,same orientation
human,16,61950000,1369,chimp,16,70650000,same orientation
human,16,61950000,1148,chimp,16,70700000,same orientation
gorilla,16,35450000,3034,human,16,31300000,inversed
gorilla,16,35650000,3281,chimp,16,42450000,same orientation
gorilla,16,35650000,662,chimp,16,42600000,same orientation
gorilla,16,35650000,647,chimp,16,42400000,same orientation
gorilla,16,35650000,647,human,16,31150000,same orientation
gorilla,16,35650000,542,human,16,29800000,same orientation
gorilla,16,35650000,510,human,16,29850000,same orientation
gorilla,16,35650000,486,human,16,31200000,same orientation
gorilla,16,65300000,398,chimp,16,62950000,inversed
gorilla,16,65300000,368,human,16,60750000,inversed
human,16,56950000,1948,gorilla,16,61350000,same orientation
human,16,56950000,1205,gorilla,16,61400000,same orientation
chimp,16,19150000,2476,gorilla,16,20150000,same orientation
chimp,16,19150000,1983,human,16,18100000,same orientation
chimp,16,19150000,738,human,16,18150000,same orientation
chimp,16,47250000,2017,human,16,45450000,same orientation
chimp,16,47250000,1987,gorilla,16,49500000,same orientation
chimp,16,47250000,599,human,16,45400000,same orientation
chimp,16,47250000,413,gorilla,16,49450000,same orientation
chimp,16,47250000,266,gorilla,16,19350000,same orientation
human,16,27550000,2790,chimp,16,28850000,same orientation
gorilla,16,16050000,2406,human,16,14950000,same orientation
gorilla,16,48350000,1356,human,16,44300000,same orientation
gorilla,16,48350000,1031,chimp,16,46050000,same orientation
gorilla,16,48350000,311,chimp,16,46100000,same orientation
gorilla,16,63350000,2547,chimp,16,59350000,inversed
gorilla,16,63350000,277,chimp,16,59300000,inversed
chimp,16,64450000,1464,gorilla,16,66850000,same orientation
chimp,16,64450000,1426,gorilla,16,66800000,same orientation
gorilla,16,33400000,808,chimp,16,31100000,inversed
gorilla,16,33400000,767,chimp,16,43000000,inversed
gorilla,16,33400000,749,chimp,16,43100000,inversed
gorilla,16,33400000,637,human,16,33700000,inversed
gorilla,16,33400000,593,human,16,33650000,inversed
gorilla,16,33400000,577,chimp,16,43200000,inversed
gorilla,16,33400000,569,human,16,30000000,inversed
chimp,16,20700000,2452,human,16,19650000,same orientation
chimp,16,20700000,1285,gorilla,16,21750000,same orientation
chimp,16,20700000,793,gorilla,16,21700000,same orientation
gorilla,16,26050000,1673,chimp,16,25050000,inversed
gorilla,16,26050000,849,chimp,16,25000000,inversed
gorilla,16,52300000,2913,chimp,16,50050000,same orientation
gorilla,16,52300000,2316,human,16,48200000,same orientation
gorilla,16,52300000,499,human,16,48250000,same orientation
gorilla,16,5950000,2238,human,16,5650000,same orientation
gorilla,16,5950000,1881,chimp,16,5950000,same orientation
gorilla,16,5950000,422,chimp,16,6000000,same orientation
gorilla,16,9050000,2128,chimp,16,9050000,same orientation
gorilla,16,9050000,1423,human,16,8700000,same orientation
gorilla,16,9050000,703,human,16,8650000,same orientation
human,16,63600000,2588,chimp,16,72350000,same orientation
chimp,16,6950000,2473,human,16,6600000,same orientation
chimp,16,6950000,1463,gorilla,16,6900000,same orientation
chimp,16,6950000,676,gorilla,16,6950000,same orientation
human,16,40000000,2663,gorilla,16,43900000,same orientation
human,16,29450000,1707,chimp,16,30500000,inversed
human,16,29450000,1288,chimp,16,30450000,inversed
human,16,29450000,267,chimp,16,46750000,inversed
human,16,29450000,255,chimp,16,30200000,inversed
chimp,16,80000000,1425,gorilla,16,15450000,same orientation
chimp,16,80000000,1179,human,16,14700000,same orientation
chimp,16,80000000,640,gorilla,16,17000000,same orientation
gorilla,16,70750000,1769,human,16,66450000,inversed
gorilla,16,70750000,819,human,16,66400000,inversed
gorilla,16,71500000,2532,chimp,16,69150000,same orientation
human,16,29300000,2464,gorilla,16,32400000,same orientation
human,16,29300000,878,chimp,16,30800000,same orientation
human,16,29300000,477,gorilla,16,32350000,same orientation
chimp,16,68500000,3150,human,16,66300000,inversed
gorilla,16,72900000,2438,chimp,16,73100000,inversed
gorilla,16,72900000,1608,human,16,64350000,inversed
gorilla,16,72900000,1250,human,16,64300000,inversed
gorilla,16,72900000,496,chimp,16,73050000,inversed
chimp,16,38250000,2460,gorilla,16,39200000,inversed
chimp,16,38250000,675,gorilla,16,39150000,inversed
gorilla,16,18600000,2580,chimp,16,17950000,same orientation
gorilla,16,46500000,2156,human,16,42500000,same orientation
gorilla,16,46500000,1837,chimp,16,44300000,same orientation
gorilla,16,46500000,523,human,16,42550000,same orientation
gorilla,16,1250000,1857,human,16,1450000,inversed
gorilla,16,1250000,973,chimp,16,1400000,inversed
gorilla,16,1250000,524,chimp,16,1250000,inversed
gorilla,16,1250000,467,human,16,1400000,inversed
gorilla,16,1250000,467,chimp,16,1350000,inversed
chimp,16,38800000,2392,human,16,36000000,same orientation
chimp,16,38800000,299,human,16,35950000,same orientation
chimp,16,41850000,3494,human,16,31500000,inversed
chimp,16,41850000,352,human,16,31450000,inversed
gorilla,16,65300000,1980,human,16,60700000,same orientation
gorilla,16,65300000,1901,chimp,16,62900000,same orientation
human,16,54600000,2260,chimp,16,56600000,same orientation
human,16,54600000,2075,gorilla,16,58850000,same orientation
chimp,16,17700000,2732,gorilla,16,18350000,same orientation
chimp,16,17700000,273,gorilla,16,18300000,same orientation
chimp,16,49400000,3290,human,16,47550000,same orientation
chimp,16,49400000,1575,gorilla,16,51600000,same orientation
chimp,16,49400000,1259,gorilla,16,51650000,same orientation
gorilla,16,74950000,1901,human,16,62300000,inversed
gorilla,16,74950000,1486,chimp,16,71050000,inversed
gorilla,16,74950000,500,chimp,16,40700000,inversed
gorilla,16,74950000,491,chimp,16,31850000,inversed
human,16,31000000,3286,chimp,16,42500000,inversed
human,16,31000000,2318,gorilla,16,35700000,inversed
human,16,31000000,537,gorilla,16,35750000,inversed
human,16,31000000,367,gorilla,16,19350000,inversed
human,16,31000000,277,gorilla,16,21600000,inversed
human,16,31000000,251,chimp,16,31850000,inversed
gorilla,16,38450000,2321,human,16,36150000,inversed
gorilla,16,38450000,2004,chimp,16,38950000,inversed
gorilla,16,38450000,490,chimp,16,39000000,inversed
chimp,16,22850000,2767,gorilla,16,28300000,inversed
chimp,16,22850000,2092,human,16,25600000,inversed
chimp,16,22850000,1138,human,16,25550000,inversed
gorilla,16,68300000,2442,human,16,68850000,inversed
human,16,61750000,1317,gorilla,16,75500000,inversed
human,16,61750000,914,gorilla,16,75550000,inversed
human,16,51350000,2870,chimp,16,53250000,same orientation
human,16,51350000,1699,gorilla,16,55450000,same orientation
human,16,51350000,995,gorilla,16,55500000,same orientation
chimp,16,12250000,1762,human,16,11850000,same orientation
chimp,16,12250000,1565,gorilla,16,12250000,same orientation
chimp,16,12250000,818,human,16,11800000,same orientation
chimp,16,12250000,611,gorilla,16,12200000,same orientation
chimp,16,40850000,2886,human,16,33050000,same orientation
human,16,72550000,2571,gorilla,16,77350000,same orientation
human,16,72550000,1505,chimp,16,75050000,same orientation
human,16,72550000,1421,chimp,16,75000000,same orientation
gorilla,16,17950000,2770,human,16,16650000,inversed
gorilla,16,43050000,1476,human,16,39200000,same orientation
gorilla,16,43050000,1319,human,16,39150000,same orientation
human,16,67700000,1798,gorilla,16,69450000,inversed
human,16,67700000,1617,chimp,16,67100000,inversed
human,16,67700000,1179,chimp,16,67050000,inversed
human,16,67700000,875,gorilla,16,69500000,inversed
chimp,16,24800000,1842,human,16,23650000,inversed
chimp,16,24800000,1709,gorilla,16,26300000,inversed
chimp,16,24800000,800,human,16,23700000,inversed
chimp,16,24800000,693,gorilla,16,26350000,inversed
human,16,37050000,2066,gorilla,16,37500000,inversed
human,16,37050000,872,gorilla,16,37550000,inversed
chimp,16,31450000,1069,gorilla,16,34050000,same orientation
chimp,16,31450000,615,gorilla,16,34200000,same orientation
chimp,16,26650000,2500,gorilla,16,24450000,inversed
chimp,16,26650000,2492,human,16,21900000,inversed
chimp,16,50000,1163,human,16,2500000,same orientation
human,16,65950000,2965,gorilla,16,71250000,inversed
human,16,65950000,2219,chimp,16,68900000,inversed
human,16,65950000,868,chimp,16,68850000,inversed
human,16,65950000,523,gorilla,16,71200000,inversed
chimp,16,58750000,1672,human,16,59700000,same orientation
chimp,16,58750000,1380,human,16,59750000,same orientation
human,16,45550000,2868,chimp,16,47350000,same orientation
human,16,45550000,2237,gorilla,16,49600000,same orientation
human,16,45550000,661,gorilla,16,49650000,same orientation
gorilla,16,45050000,2843,chimp,16,32450000,inversed
gorilla,16,45050000,302,chimp,16,32400000,inversed
gorilla,16,78950000,2535,chimp,16,76600000,same orientation
gorilla,16,15700000,1570,human,16,500000,inversed
gorilla,16,15700000,535,chimp,16,18050000,inversed
gorilla,16,15700000,378,human,16,15850000,inversed
gorilla,16,15700000,373,chimp,16,18100000,inversed
gorilla,16,15700000,268,human,16,14800000,inversed
chimp,16,77850000,2378,human,16,75450000,same orientation
human,16,6800000,1889,gorilla,16,7100000,same orientation
human,16,6800000,1721,chimp,16,7150000,same orientation
human,16,6800000,790,chimp,16,7100000,same orientation
gorilla,16,43000000,2032,chimp,16,34450000,inversed
gorilla,16,43000000,1336,chimp,16,34500000,inversed
gorilla,16,57650000,2731,human,16,53300000,same orientation
gorilla,16,57650000,2172,chimp,16,55300000,same orientation
gorilla,16,57650000,536,chimp,16,55250000,same orientation
chimp,16,70150000,2689,gorilla,16,75850000,inversed
human,16,63900000,2035,gorilla,16,73350000,inversed
human,16,63900000,685,gorilla,16,73300000,inversed
human,16,34950000,1759,chimp,16,37750000,same orientation
human,16,34950000,1062,chimp,16,37700000,same orientation
chimp,16,20600000,476,human,16,47650000,inversed
chimp,16,20600000,420,human,16,49000000,inversed
chimp,16,20600000,363,human,16,41500000,inversed
chimp,16,20600000,347,human,16,17100000,inversed
chimp,16,20600000,343,gorilla,16,43150000,inversed
chimp,16,20600000,341,human,16,31200000,inversed
chimp,16,20600000,340,human,16,58400000,inversed
chimp,16,20600000,340,gorilla,16,72600000,inversed
chimp,16,20600000,339,gorilla,16,53100000,inversed
human,16,1450000,2069,gorilla,16,1250000,inversed
human,16,1450000,376,gorilla,16,1200000,inversed
human,16,38050000,2475,gorilla,16,41900000,same orientation
gorilla,16,56250000,2502,chimp,16,54000000,same orientation
gorilla,16,56250000,1992,human,16,52100000,same orientation
gorilla,16,56250000,446,human,16,52050000,same orientation
chimp,16,15750000,2032,human,16,15150000,inversed
chimp,16,15750000,1222,gorilla,16,16250000,inversed
chimp,16,15750000,972,gorilla,16,16300000,inversed
chimp,16,15750000,780,human,16,15200000,inversed
human,16,39450000,2181,gorilla,16,43300000,same orientation
human,16,39450000,410,gorilla,16,43350000,same orientation
human,16,56850000,2740,gorilla,16,61250000,inversed
